,AGEP_x,DEAR_x,DENSITY_x,DEYE_x,DPHY_x,DREM_x,DVET_x,EDU,HISP,HOUSING_TYPE_x,INDP_x,INDP_CAT,MSP,NOC_x,NPF_x,OWN_RENT,PINCP_x,PINCP_DECILE_x,POVPIP_x,PUMA,PWGTP_x,RAC1P,SEX,WGTP_x,AGEP_y,DEAR_y,DENSITY_y,DEYE_y,DPHY_y,DREM_y,DVET_y,HOUSING_TYPE_y,INDP_y,NOC_y,NPF_y,PINCP_y,PINCP_DECILE_y,POVPIP_y,PWGTP_y,WGTP_y,percent_match
28,29,2,10,2,2,2,N,9,0,1,7580,10,6,0,2,2,155000.0,6,324,51-51255,359.0,2,2,358.0,39,2,10,2,2,2,N,1,7470,2,3,92000.0,8,449,45,45,43.75
29,60,2,7,2,2,2,N,8,0,1,6991,9,1,3,5,1,0.0,6,325,26-02702,53.0,1,2,51.0,67,2,8,2,2,2,N,1,6991,0,2,30000.0,5,501,71,72,43.75
30,20,2,13,2,2,2,N,5,0,3,N,N,6,N,N,0,3000.0,0,205,36-04010,53.0,1,2,51.0,56,2,13,2,1,1,N,2,N,N,N,16900.0,3,N,68,0,43.75
31,60,2,10,2,2,2,N,5,0,1,9290,15,4,2,3,2,3000.0,0,2,51-51255,257.0,1,2,153.0,41,2,10,2,2,2,N,1,8980,0,2,18900.0,3,200,408,407,43.75
32,55,2,13,2,2,2,N,5,4,1,N,N,1,1,3,2,200000.0,7,267,36-03710,155.0,2,1,153.0,76,2,13,2,1,1,N,1,N,0,5,2000.0,1,199,63,47,37.5
33,62,2,7,2,2,2,N,8,0,1,380,10,6,0,12,1,N,8,186,29-01901,155.0,2,1,256.0,42,2,8,2,2,2,N,1,7770,0,N,1000.0,1,7,401,401,43.75
34,44,2,10,2,2,2,N,5,0,1,770,3,1,0,4,1,31050.0,6,501,17-03531,155.0,2,1,153.0,48,2,10,2,2,2,N,1,770,2,6,70000.0,8,449,39,40,50.0
35,24,2,7,2,2,2,N,11,0,1,6991,9,6,0,N,1,35000.0,8,501,24-01004,53.0,1,1,51.0,33,2,8,2,2,2,N,1,6991,0,N,102000.0,8,501,60,60,68.75
36,75,2,10,2,2,2,N,10,0,1,N,N,3,0,N,1,73000.0,7,501,51-01301,53.0,1,2,51.0,80,1,10,2,2,2,N,1,N,0,N,87600.0,8,501,240,240,62.5
37,48,2,7,2,2,2,N,4,0,1,3960,4,6,1,3,2,N,0,288,01-01301,155.0,2,1,153.0,44,2,7,2,2,2,N,1,1280,0,3,9300.0,2,61,150,150,50.0
38,54,2,13,2,2,2,N,7,4,1,8270,12,5,0,N,2,1000.0,6,501,36-03710,53.0,8,2,51.0,39,2,13,2,2,2,N,1,8170,0,4,15300.0,3,188,194,199,50.0
39,74,2,10,2,2,2,N,5,0,1,N,N,2,0,2,1,2900.0,2,501,17-03531,53.0,2,2,51.0,41,2,10,2,2,2,N,1,N,0,4,0.0,0,153,70,43,56.25
40,41,2,10,2,2,2,N,9,0,1,N,N,1,2,4,1,9000.0,5,74,51-51255,53.0,6,2,51.0,90,2,10,2,2,2,N,1,N,1,6,25000.0,4,501,235,105,50.0
41,48,2,11,2,2,2,N,12,0,1,7890,11,1,2,3,1,118100.0,7,394,17-03529,53.0,2,1,51.0,48,2,11,2,2,2,N,1,7870,3,5,40000.0,6,421,238,228,50.0
42,73,2,11,2,1,2,N,10,0,1,7870,11,4,0,N,2,N,5,233,17-03529,53.0,1,2,51.0,32,2,11,2,2,2,N,1,7870,0,N,39000.0,5,295,341,340,62.5
43,94,2,13,2,2,2,N,9,0,1,N,N,3,0,2,1,18400.0,4,501,36-04010,53.0,1,2,51.0,75,2,13,2,2,2,N,1,N,0,3,94600.0,8,501,35,34,62.5
44,73,2,7,2,2,2,N,7,0,1,4770,6,4,0,N,2,42000.0,5,501,40-00200,155.0,1,2,153.0,34,2,0,2,2,2,N,1,4971,0,N,34000.0,6,258,342,269,50.0
45,53,2,7,2,2,2,N,11,0,1,3990,4,1,0,3,1,13500.0,9,501,06-08507,53.0,1,1,51.0,59,2,7,2,2,2,N,1,3390,0,2,275000.0,9,501,97,97,62.5
46,21,2,11,2,2,2,N,7,0,3,770,3,6,N,N,0,27600.0,6,N,17-03529,155.0,2,1,51.0,52,2,11,2,2,1,N,3,770,N,N,0.0,0,0,8,0,56.25
47,26,2,7,2,2,2,N,9,0,1,5170,6,6,0,4,2,120000.0,6,5,19-01700,53.0,1,1,51.0,27,2,7,2,2,2,N,1,4971,0,N,40100.0,6,303,140,139,56.25
48,74,2,7,2,2,2,N,8,0,1,6180,7,1,0,2,1,72000.0,5,90,24-01004,53.0,1,1,51.0,56,2,8,2,2,2,N,1,6170,0,3,28000.0,4,208,77,75,43.75
49,57,2,10,2,2,2,N,11,0,1,9470,16,1,0,3,1,210000.0,9,362,51-01301,53.0,6,1,51.0,38,2,10,2,2,2,N,1,9470,2,4,153000.0,9,501,77,58,56.25
50,84,2,10,2,1,2,N,3,0,1,N,N,3,0,2,1,50000.0,2,501,17-03531,53.0,2,2,51.0,89,2,10,2,1,2,N,1,N,0,N,6300.0,2,51,55,56,62.5
51,32,2,7,2,2,2,N,8,0,1,4971,6,6,0,N,2,0.0,4,501,38-00100,359.0,1,1,358.0,23,2,0,1,2,2,N,1,5480,0,N,42100.0,6,317,61,61,43.75
52,76,2,7,2,2,2,N,6,0,1,7390,10,1,0,2,1,120000.0,0,501,30-00600,53.0,1,2,51.0,52,2,0,2,2,2,N,1,7280,0,2,0.0,0,501,83,94,62.5
53,28,2,13,2,2,2,N,5,0,1,N,N,6,0,2,1,111030.0,2,87,36-03710,257.0,2,2,256.0,68,2,13,2,2,2,N,1,N,0,N,29200.0,4,238,73,72,56.25
54,62,2,10,1,1,2,N,5,0,1,N,N,4,0,N,2,200.0,3,501,51-51255,53.0,2,2,51.0,35,2,10,2,2,2,N,1,N,0,N,0.0,0,0,157,112,50.0
55,75,1,7,1,1,2,N,4,0,1,N,N,4,0,2,1,0.0,2,351,29-01901,155.0,2,1,51.0,68,2,8,2,2,2,N,1,N,0,N,29800.0,5,246,52,51,37.5
56,94,2,13,2,2,2,N,6,0,1,8370,13,1,0,2,2,69900.0,4,153,36-04010,155.0,2,2,153.0,31,2,13,2,2,2,N,1,8370,1,3,22000.0,4,260,170,190,56.25
57,42,2,7,2,2,2,N,9,0,1,5080,6,6,0,N,2,17100.0,6,315,38-00100,155.0,1,2,153.0,24,2,0,2,2,2,N,1,5070,0,N,15000.0,3,113,72,73,50.0
58,86,2,7,2,2,2,N,11,0,1,6991,9,3,0,N,1,11200.0,9,501,24-01004,155.0,1,2,153.0,73,1,8,2,1,2,N,1,7071,0,N,451000.0,9,501,53,52,50.0
59,28,2,7,2,2,2,N,9,0,1,7390,5,6,0,N,1,199500.0,9,501,08-00803,53.0,1,1,51.0,69,2,7,2,2,2,N,1,4380,0,N,114000.0,9,501,54,54,68.75
60,71,2,7,2,2,2,N,7,0,1,6370,7,4,0,N,2,N,6,92,19-01700,155.0,1,1,153.0,41,2,7,2,2,2,N,1,6170,0,N,56000.0,7,425,421,421,56.25
61,31,2,7,2,2,2,N,6,0,1,7270,10,6,2,4,1,0.0,8,469,40-00200,53.0,3,1,51.0,55,2,0,2,2,2,N,1,7790,0,N,20000.0,4,150,47,47,37.5
62,75,2,7,2,2,2,N,9,0,1,8470,13,4,0,N,1,50700.0,5,501,38-00100,53.0,1,2,51.0,57,2,0,2,2,2,N,1,8370,1,2,2000.0,1,51,15,14,37.5
63,78,2,7,2,2,2,N,12,0,1,7870,11,6,0,N,1,187700.0,8,501,24-01004,53.0,1,2,51.0,67,2,8,2,2,2,N,1,7880,0,N,204000.0,9,501,20,21,56.25
64,28,2,7,2,2,2,N,12,0,1,9480,16,6,0,N,1,40900.0,8,288,24-01004,53.0,1,2,51.0,68,2,8,2,2,2,N,1,9480,0,2,169000.0,9,501,113,113,50.0
65,66,2,7,2,2,2,N,5,0,1,8570,14,1,0,2,2,33000.0,6,346,38-00100,53.0,1,2,51.0,43,2,0,2,2,2,N,1,8680,4,7,13200.0,2,266,23,32,37.5
66,33,2,7,1,2,2,N,12,0,1,6480,8,1,0,2,1,0.0,9,319,08-00803,53.0,1,1,51.0,36,2,7,2,2,2,N,1,6672,0,2,290000.0,9,501,60,96,56.25
67,37,2,11,1,2,2,N,8,0,1,8191,12,1,0,2,2,18000.0,6,121,17-03529,53.0,2,2,51.0,39,2,11,2,2,2,N,1,8090,3,5,30000.0,5,331,71,102,37.5
68,41,2,7,2,2,2,N,9,0,1,8470,13,1,1,4,2,N,5,46,06-08507,53.0,6,2,51.0,31,2,7,2,2,2,N,1,8470,0,2,14000.0,3,501,54,63,50.0
69,60,2,7,2,2,2,N,9,0,1,7870,11,4,0,2,1,27600.0,4,246,29-01901,53.0,2,2,51.0,50,2,8,2,2,2,N,1,7870,0,N,39050.0,6,294,73,73,50.0
70,27,2,10,2,2,2,N,4,1,1,8680,14,2,5,10,2,0.0,2,0,32-00405,53.0,1,2,51.0,33,2,9,2,2,2,N,1,8680,4,5,14000.0,3,46,171,172,43.75
71,21,2,7,2,2,2,N,5,0,1,9070,15,6,0,2,2,N,4,501,13-04600,53.0,2,1,51.0,40,2,7,2,2,2,N,1,9070,0,N,35000.0,6,266,171,171,56.25
72,86,2,13,2,1,2,N,5,0,1,8680,14,3,0,5,1,N,1,501,36-04010,53.0,2,2,51.0,74,2,13,2,1,1,N,1,8590,0,3,27800.0,4,176,42,42,43.75
73,41,2,7,2,2,2,N,11,4,1,3980,4,1,1,3,1,13700.0,9,230,24-01004,257.0,1,1,358.0,50,2,8,2,2,2,N,1,2190,1,3,552100.0,9,501,73,73,56.25
74,39,2,7,2,2,2,N,9,0,1,9190,12,4,0,3,1,0.0,6,501,38-00100,53.0,1,2,51.0,45,2,0,2,2,1,N,1,8270,1,2,53820.0,7,312,108,108,31.25
75,21,2,10,2,2,2,N,7,0,1,8680,14,6,0,N,1,0.0,2,501,51-51255,257.0,2,2,153.0,34,2,10,2,2,2,N,1,8680,0,2,0.0,0,407,294,39,62.5
76,20,2,10,2,2,2,N,7,0,3,8680,14,6,N,N,0,97000.0,1,0,51-01301,53.0,1,1,51.0,31,2,10,2,2,1,N,2,8680,N,N,3000.0,1,N,70,0,56.25
77,38,2,13,2,2,2,N,9,4,1,7270,10,6,0,N,2,15800.0,9,182,06-07502,53.0,1,1,51.0,23,2,12,2,2,2,N,1,7380,0,N,130000.0,9,501,97,97,56.25
78,34,2,7,2,2,2,N,4,0,1,8590,14,1,0,2,1,N,6,355,40-00200,155.0,1,1,51.0,80,1,0,1,2,2,N,1,8670,0,2,21900.0,4,198,38,69,37.5
79,57,2,10,2,2,2,N,9,0,1,8191,12,1,0,2,1,95100.0,5,298,51-51255,53.0,9,2,51.0,36,2,10,2,2,2,N,1,8080,0,2,100000.0,8,501,67,107,56.25
80,87,1,10,2,1,2,N,9,0,1,9570,16,6,0,N,1,15000.0,5,501,51-01301,53.0,1,1,51.0,23,2,10,2,2,2,N,1,9470,0,N,56000.0,6,427,52,57,43.75
81,31,2,13,2,2,2,N,7,0,1,6390,7,6,0,N,2,N,6,501,06-07502,53.0,1,1,153.0,68,2,12,2,2,2,N,1,6190,0,N,21300.0,4,176,44,44,50.0
82,17,2,7,2,2,2,N,4,0,1,7870,11,6,1,2,1,14000.0,2,501,30-00600,53.0,1,2,51.0,17,2,0,2,2,1,N,1,7860,1,3,0.0,0,501,98,60,50.0
83,76,2,7,2,2,2,N,5,0,1,N,N,1,0,2,2,15600.0,0,116,29-01901,53.0,1,2,51.0,67,2,8,2,2,2,N,1,N,0,2,0.0,0,0,111,101,62.5
84,64,2,7,2,2,2,N,6,0,1,N,N,3,0,2,1,40000.0,2,501,01-01301,53.0,1,2,51.0,76,2,7,2,2,2,N,1,N,0,N,15000.0,3,124,52,52,56.25
85,55,2,7,2,2,2,N,8,0,1,8564,14,6,0,N,2,180000.0,6,76,30-00600,359.0,1,2,358.0,30,1,0,1,1,1,N,1,8680,1,2,38000.0,6,218,191,191,18.75
86,58,2,13,2,2,2,N,7,0,1,6680,8,6,0,N,2,200250.0,7,367,06-07502,155.0,1,1,153.0,52,2,12,2,2,2,N,1,6490,0,N,300.0,1,2,163,164,50.0
87,13,2,10,2,2,2,N,3,1,1,N,N,N,2,4,1,37000.0,N,36,51-51255,53.0,1,2,51.0,8,2,10,2,2,2,N,1,N,1,3,N,N,501,167,102,56.25
88,57,2,10,2,2,2,N,5,0,1,7280,10,6,0,N,2,8000.0,3,33,17-03531,359.0,2,2,358.0,34,2,10,2,2,2,N,1,7680,2,3,25000.0,4,122,103,103,43.75
89,3,2,7,2,N,N,N,1,0,1,N,N,N,2,4,1,50000.0,N,196,26-02702,257.0,6,2,256.0,3,2,8,2,N,N,N,1,N,2,4,N,N,95,88,161,68.75
90,63,2,13,2,1,2,N,5,0,1,N,N,5,0,3,2,90000.0,0,181,36-04010,53.0,2,2,51.0,80,2,13,2,1,2,N,1,N,0,2,8400.0,2,113,92,91,56.25
91,38,2,7,2,2,2,N,7,0,1,8680,14,1,2,3,2,9540.0,7,103,08-00803,53.0,1,2,51.0,24,2,7,2,2,2,N,1,8660,1,3,8000.0,2,39,123,123,50.0
92,67,2,7,2,2,2,N,4,0,1,N,N,4,0,N,2,27700.0,4,0,38-00100,155.0,1,1,153.0,78,1,0,2,1,2,N,1,N,0,N,15800.0,3,130,58,58,43.75
93,46,2,11,2,2,2,N,5,0,1,7290,10,6,0,N,2,62000.0,6,0,17-03529,53.0,1,1,51.0,21,2,11,2,2,2,N,1,7460,0,N,6000.0,1,45,63,63,56.25
94,48,2,7,2,2,2,N,7,0,1,9170,15,4,0,N,1,14200.0,4,99,38-00100,257.0,1,2,256.0,63,2,0,2,2,2,N,1,8980,0,N,20600.0,3,156,28,27,50.0
95,38,2,7,2,2,2,N,8,0,1,8660,14,1,1,3,1,26000.0,4,501,40-00200,155.0,3,2,256.0,60,2,0,2,2,2,N,1,8590,0,2,30000.0,6,185,151,104,37.5
96,7,2,10,2,2,2,N,2,4,1,N,N,N,2,4,1,200.0,N,315,32-00405,53.0,1,2,51.0,6,2,9,2,2,2,N,1,N,2,11,N,N,113,176,269,56.25
97,20,2,13,2,2,2,N,5,0,1,8470,13,6,0,5,1,0.0,3,273,36-04010,53.0,2,2,51.0,48,2,13,2,2,2,N,1,8370,0,3,32000.0,5,197,252,252,50.0
98,41,2,11,2,2,1,N,8,0,1,9160,15,6,0,N,2,22500.0,5,0,17-03529,257.0,2,1,256.0,25,2,11,2,2,2,N,1,9190,0,N,38000.0,5,288,135,134,56.25
99,59,2,10,2,2,1,N,4,1,1,570,6,1,0,2,1,81700.0,1,225,32-00405,53.0,1,1,51.0,40,2,9,2,2,2,N,1,5580,2,4,55000.0,7,212,94,94,31.25
100,36,2,7,2,2,2,N,9,0,1,8290,12,6,0,3,1,N,6,501,13-04600,53.0,2,2,51.0,74,2,7,2,2,2,N,1,8170,0,2,86500.0,8,501,36,32,56.25
101,20,2,7,2,2,2,2,5,0,1,8680,14,6,0,N,2,24000.0,4,501,29-01901,53.0,1,2,51.0,21,2,8,2,2,2,N,1,8590,0,N,15000.0,3,113,54,54,43.75
102,14,2,7,2,2,2,N,4,0,1,N,N,N,2,4,2,0.0,N,70,01-01301,257.0,2,2,153.0,14,2,7,2,2,2,N,1,N,4,5,N,N,3,85,70,62.5
103,22,1,13,2,2,1,N,7,0,1,8470,13,5,0,3,2,620.0,6,16,36-04010,155.0,2,2,153.0,56,2,13,2,2,2,N,1,8470,0,N,72000.0,7,501,104,105,43.75
104,54,2,7,2,2,2,N,5,0,1,N,N,5,0,2,1,60000.0,3,82,28-01100,53.0,2,1,153.0,61,2,7,2,2,2,N,1,N,0,N,8400.0,2,63,104,104,56.25
105,35,2,13,2,2,2,N,4,4,1,4971,4,1,0,3,2,75000.0,4,180,36-03710,155.0,8,1,256.0,59,2,13,2,1,2,N,1,2280,0,3,15600.0,3,78,96,94,50.0
106,45,2,13,2,2,1,N,1,0,1,N,N,6,0,3,2,14100.0,6,287,36-03710,257.0,2,2,153.0,48,2,13,2,2,2,N,1,N,2,4,0.0,0,3,111,112,43.75
107,60,2,13,2,2,2,N,8,0,1,4795,6,6,0,2,2,38000.0,2,501,36-04010,155.0,2,1,153.0,23,2,13,1,2,2,N,1,5593,1,4,12600.0,3,501,103,129,43.75
108,19,2,7,2,2,2,N,7,0,1,7890,11,6,0,4,1,79600.0,4,217,24-01004,53.0,1,1,51.0,21,2,8,2,2,1,N,1,7890,1,3,3800.0,1,501,83,59,37.5
109,22,2,7,2,2,2,N,5,0,1,8590,14,6,0,N,2,15000.0,1,114,24-01004,359.0,1,1,153.0,21,2,8,2,2,2,N,1,8590,0,2,20000.0,3,501,85,52,50.0
110,5,2,7,2,2,2,N,2,0,1,N,N,N,2,4,2,0.0,N,99,24-01004,359.0,2,2,358.0,6,2,8,2,2,2,N,1,N,2,3,N,N,501,82,84,56.25
111,53,2,7,2,2,2,N,5,0,1,8561,6,6,0,N,1,29000.0,1,0,28-01100,155.0,1,2,153.0,18,2,7,2,2,2,N,1,5170,0,3,1400.0,1,501,39,39,56.25
112,50,2,7,2,2,2,N,11,0,1,7870,11,4,0,N,1,N,7,310,08-00803,53.0,1,2,153.0,67,2,7,2,2,2,N,1,7870,0,N,219000.0,9,501,26,25,62.5
113,72,2,7,2,1,2,N,8,0,1,N,N,6,0,N,2,522000.0,4,123,28-01100,257.0,2,2,256.0,45,2,7,2,1,2,N,1,N,0,2,8100.0,2,254,122,122,56.25
114,15,2,13,2,2,2,N,3,0,1,N,N,6,0,2,1,1200.0,3,501,36-04010,53.0,2,2,51.0,15,2,13,2,2,2,N,1,N,2,5,0.0,0,311,142,168,56.25
115,87,2,7,2,1,1,N,5,0,1,N,N,3,0,N,1,45000.0,4,501,13-04600,53.0,2,1,51.0,72,2,7,2,2,2,N,1,N,0,2,13400.0,3,150,208,209,43.75
116,48,2,7,2,2,2,N,6,0,1,N,N,4,0,6,1,25000.0,3,501,01-01301,257.0,2,1,153.0,60,2,7,2,1,1,N,1,N,0,2,16000.0,4,166,91,120,43.75
117,41,2,7,2,2,2,N,9,0,1,8270,12,1,1,3,1,72000.0,8,194,24-01004,53.0,6,2,51.0,51,2,8,2,2,2,N,1,7970,1,3,111300.0,8,501,71,57,56.25
118,42,2,7,2,2,2,N,5,0,1,7970,12,1,0,2,2,2100.0,7,158,38-00100,53.0,1,1,51.0,52,2,0,2,2,2,N,1,8290,1,3,39000.0,5,236,52,53,37.5
119,74,2,7,2,2,2,N,9,0,1,N,N,4,0,2,2,271000.0,4,2,19-01700,155.0,1,1,153.0,76,2,7,2,1,2,N,1,N,0,N,23000.0,4,189,87,88,56.25
120,4,2,10,2,N,N,N,2,0,1,N,N,N,1,7,1,N,N,501,51-01301,53.0,6,2,51.0,6,2,10,2,2,2,N,1,N,2,4,N,N,501,83,58,56.25
121,40,2,13,2,2,1,N,8,0,1,7390,10,6,1,3,2,14000.0,7,501,36-03710,53.0,2,1,51.0,43,2,13,2,2,2,N,1,7580,0,N,30000.0,5,229,65,65,37.5
122,58,2,11,2,2,2,N,12,0,1,7290,10,1,0,2,1,52100.0,9,501,17-03529,257.0,1,1,153.0,74,2,11,2,2,2,N,1,7490,0,2,265600.0,9,501,68,68,68.75
123,66,2,11,2,2,2,N,9,0,1,N,N,1,0,5,1,80300.0,7,501,17-03529,53.0,2,2,51.0,80,2,11,2,2,2,N,1,N,0,3,43000.0,6,379,55,48,56.25
124,62,2,7,2,2,2,N,10,0,1,9490,16,4,0,2,1,25000.0,6,414,24-01004,53.0,1,2,51.0,45,2,8,2,2,2,N,1,9570,1,2,120000.0,8,501,53,53,50.0
125,49,2,7,2,2,2,N,8,0,1,8290,12,1,5,6,1,N,4,501,30-00600,53.0,3,2,51.0,61,2,0,2,2,2,N,1,8090,0,6,54000.0,7,199,75,38,43.75
126,66,2,7,2,1,2,N,7,0,1,7380,10,1,1,2,1,N,3,484,13-04600,155.0,2,1,153.0,68,2,7,2,2,2,N,1,7770,0,2,25800.0,5,246,73,98,43.75
127,33,2,11,2,2,2,N,10,0,1,9290,15,6,0,N,2,80000.0,4,211,17-03529,257.0,9,2,256.0,31,2,11,2,2,2,N,1,8980,0,2,22000.0,4,144,122,72,56.25
128,22,2,11,2,2,2,N,7,0,1,6890,9,6,0,N,2,27060.0,6,34,17-03529,53.0,2,2,51.0,56,2,11,2,2,2,N,1,7071,0,N,18100.0,3,137,54,54,56.25
129,21,2,10,2,2,2,N,5,1,1,8191,12,6,0,N,2,N,3,501,32-00405,53.0,1,2,51.0,41,2,9,2,1,2,N,1,7970,1,3,16000.0,3,169,111,111,37.5
130,50,2,7,2,2,2,N,8,0,1,6170,7,6,0,N,1,25600.0,6,288,38-00100,53.0,1,1,51.0,35,2,0,2,2,2,N,1,6270,1,2,105000.0,9,501,155,154,37.5
131,24,2,11,2,2,2,N,9,0,1,6190,7,1,0,3,1,25900.0,9,501,17-03529,53.0,1,1,51.0,56,2,11,2,2,2,N,1,6380,0,2,38400.0,5,501,55,101,56.25
132,48,2,13,2,2,2,N,10,0,1,8680,14,1,1,4,2,45000.0,2,501,06-07502,53.0,1,2,51.0,40,2,12,2,2,2,N,1,8564,2,4,10000.0,2,501,79,84,56.25
133,22,2,13,2,2,2,N,5,4,1,N,N,6,1,3,2,112060.0,0,352,36-04010,359.0,8,2,256.0,20,2,13,2,2,2,N,1,N,1,6,0.0,0,367,218,375,62.5
