,AGEP_x,DEAR_x,DENSITY_x,DEYE_x,DPHY_x,DREM_x,DVET_x,EDU,HISP,HOUSING_TYPE_x,INDP_x,INDP_CAT,MSP,NOC_x,NPF_x,OWN_RENT,PINCP_x,PINCP_DECILE_x,POVPIP_x,PUMA,PWGTP_x,RAC1P,SEX,WGTP_x,AGEP_y,DEAR_y,DENSITY_y,DEYE_y,DPHY_y,DREM_y,DVET_y,HOUSING_TYPE_y,INDP_y,NOC_y,NPF_y,PINCP_y,PINCP_DECILE_y,POVPIP_y,PWGTP_y,WGTP_y,percent_match
93,62,2,7,2,2,2,N,7,0,1,9170,15,1,0,3,1,30000.0,5,382,01-01301,121,2,2,122,57,2,7,2,2,2,N,1,9170,0,3,30000.0,5,382,120,120,81.25
94,39,2,10,2,2,2,N,11,0,1,8191,12,1,3,5,1,60000.0,7,501,51-51255,49,1,2,59,39,2,10,2,2,2,N,1,8191,3,5,60000.0,7,501,49,59,100.0
95,57,2,7,2,1,1,N,4,0,1,7860,11,1,0,2,1,13200.0,3,131,28-01100,51,2,1,50,57,2,7,2,1,1,N,1,7860,0,2,13200.0,3,131,51,50,100.0
96,35,2,0,2,2,2,N,5,0,1,770,3,1,3,5,2,36000.0,6,198,30-00600,82,3,1,83,61,1,0,2,2,2,2,1,770,1,3,140000.0,9,501,74,75,37.5
97,42,2,0,2,2,2,N,8,0,1,9470,16,1,2,8,2,42000.0,6,202,38-00100,42,3,2,41,42,2,0,2,2,2,N,1,9470,2,8,42000.0,6,202,42,41,100.0
98,43,2,8,2,2,2,N,12,0,1,8561,14,1,0,2,2,120000.0,9,501,26-02702,216,1,1,210,42,2,8,2,2,2,N,1,8561,0,2,120000.0,9,501,210,210,87.5
99,50,1,0,2,2,2,N,5,0,1,680,2,1,0,2,1,55000.0,8,501,40-00200,68,1,1,68,50,2,0,2,2,2,N,1,680,0,2,55000.0,8,501,67,67,81.25
100,57,2,0,2,2,2,N,6,0,1,5381,6,1,0,2,2,11800.0,2,501,38-00100,255,1,2,193,57,2,0,2,2,2,N,1,5381,0,2,11800.0,2,501,255,193,100.0
101,63,2,11,2,2,1,N,1,0,1,N,N,1,0,3,2,10120.0,2,49,17-03529,53,2,1,52,61,2,11,2,2,1,N,1,N,0,3,10120.0,2,49,53,52,93.75
102,54,2,0,2,2,2,N,10,0,1,8191,12,1,0,2,1,69690.0,8,409,30-00600,175,1,1,178,53,2,0,2,2,2,N,1,8191,0,2,69690.0,8,409,176,177,81.25
103,60,1,10,2,2,2,N,7,0,1,8370,13,1,0,2,2,20000.0,3,501,51-51255,143,1,2,143,61,1,10,2,2,2,N,1,8370,0,2,20000.0,3,501,144,143,87.5
104,33,2,0,2,2,2,N,9,0,1,7790,10,1,2,4,1,60000.0,7,372,38-00100,50,1,1,50,33,2,0,2,2,2,N,1,7790,2,4,60000.0,7,372,50,50,100.0
105,27,2,0,2,2,2,N,7,0,1,770,3,1,0,2,2,100000.0,9,501,38-00100,193,1,1,197,27,2,0,2,2,2,N,1,770,0,2,100000.0,9,501,190,197,93.75
106,70,2,8,2,2,2,N,12,0,1,8570,14,1,0,2,1,220000.0,9,501,24-01004,76,1,2,75,70,2,8,2,2,2,N,1,8570,0,2,220000.0,9,501,76,75,100.0
107,38,2,7,2,2,2,N,5,1,1,770,3,1,2,4,2,1600.0,1,6,01-01301,51,1,1,32,38,2,7,2,2,2,N,1,770,2,4,1600.0,1,6,51,31,93.75
108,53,2,7,2,2,2,N,9,0,1,6670,8,1,1,3,1,77000.0,9,501,28-01100,39,1,2,39,52,2,7,2,2,2,N,1,6670,1,3,77000.0,9,501,38,38,81.25
109,81,2,8,2,2,2,N,7,0,1,8370,13,1,0,2,1,7100.0,2,169,29-01901,43,2,1,43,64,2,8,2,2,2,N,1,8370,0,2,19900.0,4,468,71,84,62.5
110,26,2,0,2,2,2,N,10,0,1,9680,17,1,0,2,2,28000.0,4,328,38-00100,239,1,2,238,25,2,0,2,2,2,N,1,9680,0,2,28000.0,4,328,239,238,93.75
111,28,2,7,2,2,2,N,5,0,1,4870,6,1,0,2,2,21100.0,4,244,19-01700,164,1,2,165,27,2,7,2,2,2,N,1,4870,0,2,21100.0,4,244,164,165,93.75
112,67,2,12,2,2,2,N,5,0,1,N,N,1,0,2,2,9000.0,2,116,06-07502,209,6,1,291,75,2,12,1,2,2,N,1,N,0,2,9000.0,2,116,301,301,75.0
113,50,2,10,2,2,2,4,10,0,1,9590,16,1,0,2,1,131000.0,9,501,51-51255,79,3,2,56,50,2,10,2,2,2,4,1,9590,0,2,131000.0,9,501,78,56,93.75
114,44,2,13,2,2,2,N,3,4,1,8180,12,1,1,4,2,50000.0,6,187,36-03710,257,8,1,256,52,2,13,2,2,2,N,1,8180,1,4,50000.0,6,187,251,250,81.25
115,79,2,8,2,1,2,N,12,0,1,770,3,1,0,2,1,564000.0,9,501,24-01004,72,1,1,72,79,2,8,2,1,2,N,1,770,0,2,564000.0,9,501,72,72,100.0
116,34,2,7,2,2,2,N,5,1,1,770,3,1,2,4,1,43200.0,6,261,19-01700,103,1,1,62,33,2,7,2,2,2,N,1,770,2,4,43200.0,6,261,104,64,81.25
117,28,2,10,2,2,2,N,9,0,1,9170,15,1,0,2,2,55000.0,6,469,51-01301,115,1,2,114,28,2,10,2,2,2,N,1,9170,0,2,55000.0,6,469,115,114,100.0
118,64,2,12,2,2,2,N,10,0,1,7071,9,1,0,2,1,3000.0,1,354,06-07502,70,1,2,70,64,2,12,2,2,2,N,1,7071,0,2,3000.0,1,354,70,70,100.0
119,68,2,9,2,2,2,N,3,1,1,N,N,1,0,4,1,8400.0,2,401,32-00405,89,8,1,91,70,2,9,2,2,2,N,1,N,0,4,8400.0,2,401,91,91,87.5
120,56,2,10,2,2,2,N,9,0,1,6290,7,1,0,2,1,102500.0,8,501,51-51255,34,1,1,34,57,2,10,2,2,2,N,1,6290,0,2,102500.0,8,501,34,34,93.75
121,32,2,10,2,2,2,N,5,0,1,6870,9,1,2,4,1,24000.0,4,93,51-51255,89,1,1,88,30,2,10,2,2,2,N,1,6870,2,4,24000.0,4,93,89,88,93.75
122,37,2,7,2,2,2,N,9,0,1,770,3,1,2,4,1,65000.0,8,428,28-01100,161,1,1,207,37,2,7,2,2,2,N,1,770,2,4,65000.0,8,428,160,207,93.75
123,62,2,0,2,2,2,N,4,0,1,9370,16,1,0,2,1,24000.0,4,276,30-00600,19,3,2,19,61,2,0,2,2,2,N,1,9370,0,3,12000.0,2,261,24,24,56.25
124,40,2,0,2,2,2,N,6,0,1,770,3,1,2,4,2,39000.0,6,231,30-00600,26,1,1,16,39,2,0,2,2,2,N,1,770,2,4,39000.0,6,231,25,16,87.5
125,55,2,7,2,2,2,N,8,0,1,N,N,1,2,4,1,0.0,0,501,08-00803,52,1,1,52,73,2,7,2,2,2,N,1,N,0,2,48500.0,6,391,35,34,50.0
126,36,2,7,2,2,2,N,7,0,1,770,3,1,0,2,1,55000.0,7,501,13-04600,106,1,1,85,36,2,7,2,2,2,N,1,770,0,2,55000.0,7,501,106,85,100.0
127,70,2,8,2,2,2,N,8,0,1,5370,6,1,0,2,1,40700.0,5,343,24-01004,66,6,1,66,71,2,8,2,2,2,N,1,5370,0,2,40700.0,5,343,66,66,93.75
128,65,2,7,2,2,2,N,8,0,1,7280,10,1,0,2,2,45360.0,6,501,13-04600,74,2,2,74,65,2,7,2,2,2,N,1,7280,0,2,45360.0,6,501,74,74,100.0
129,40,2,8,2,2,2,N,11,0,1,2490,4,1,1,3,1,240000.0,9,501,26-02702,103,1,1,103,42,2,8,2,2,2,N,1,2490,1,3,240000.0,9,501,103,103,93.75
130,48,2,0,2,2,2,N,10,0,1,9680,17,1,2,4,2,144000.0,9,501,38-00100,105,1,1,107,48,2,0,2,2,2,N,1,9680,2,4,144000.0,9,501,106,107,93.75
131,48,2,7,2,2,2,N,10,0,1,5170,6,1,2,4,1,6000.0,2,501,06-08507,63,1,2,62,48,2,7,2,2,2,N,1,5170,2,4,6000.0,2,501,63,61,93.75
132,35,2,7,2,2,2,N,7,0,1,7770,10,1,0,2,2,55000.0,6,501,08-00803,193,1,1,193,34,2,7,2,2,2,N,1,7770,0,2,55000.0,6,501,192,192,81.25
133,69,2,13,2,2,2,N,5,2,1,N,N,1,0,2,2,20000.0,4,190,36-03710,50,2,1,50,65,2,13,2,2,2,N,1,N,0,4,12000.0,3,256,207,160,56.25
134,26,2,7,2,2,2,N,7,0,1,4971,6,1,3,5,2,10600.0,3,105,28-01100,170,2,2,170,45,1,7,2,2,2,N,1,5170,0,4,42000.0,7,379,222,195,37.5
135,71,2,10,2,2,2,N,12,0,1,7870,11,1,0,2,2,111900.0,8,501,51-51255,70,1,1,77,70,2,10,2,2,2,N,1,7870,0,2,111900.0,8,501,70,76,87.5
136,46,2,0,2,2,2,N,6,0,1,8590,14,1,1,3,1,30000.0,6,206,40-00200,75,3,1,75,46,2,0,2,2,2,N,1,8590,1,3,30000.0,6,206,75,75,100.0
137,52,2,12,2,2,1,N,9,0,1,2280,4,1,0,2,2,24000.0,4,212,06-07502,61,6,1,52,77,1,12,2,1,2,N,1,2290,0,2,75300.0,7,501,34,34,37.5
138,38,2,8,2,2,2,N,12,0,1,9170,15,1,0,2,2,150000.0,9,501,26-02702,89,1,2,90,38,2,8,2,2,2,N,1,9170,0,2,150000.0,9,501,90,90,93.75
