,AGEP_x,DEAR_x,DENSITY_x,DEYE_x,DPHY_x,DREM_x,DVET_x,EDU,HISP,HOUSING_TYPE_x,INDP_x,INDP_CAT,MSP,NOC_x,NPF_x,OWN_RENT,PINCP_x,PINCP_DECILE_x,POVPIP_x,PUMA,PWGTP_x,RAC1P,SEX,WGTP_x,AGEP_y,DEAR_y,DENSITY_y,DEYE_y,DPHY_y,DREM_y,DVET_y,HOUSING_TYPE_y,INDP_y,NOC_y,NPF_y,PINCP_y,PINCP_DECILE_y,POVPIP_y,PWGTP_y,WGTP_y,percent_match
16,47,2,7,2,2,2,N,9,0,1,7860,11,1,0,3,1,35000.0,6,465,13-04600,119,2,1,105,52,2,7,2,2,2,N,1,7860,0,4,122000.0,9,501,205,250,56.25
17,18,2,13,2,2,2,N,5,1,1,N,N,6,0,4,2,0.0,0,76,36-03710,153,8,1,144,18,2,13,2,2,2,N,1,N,0,2,0.0,0,141,354,355,75.0
18,74,2,8,2,2,2,N,11,0,1,9480,16,6,0,N,1,187000.0,9,501,24-01004,52,1,1,52,34,2,8,2,2,2,N,1,9470,0,N,98000.0,8,501,83,60,62.5
19,46,2,7,2,2,2,N,9,0,3,N,N,6,N,N,0,0.0,0,0,01-01301,12,2,1,0,70,2,7,2,1,1,N,2,N,N,N,27600.0,5,N,17,0,50.0
20,69,2,7,2,2,2,N,8,0,1,N,N,3,0,N,1,16500.0,3,197,28-01100,57,2,2,57,66,2,7,2,2,2,N,1,N,0,N,15100.0,4,125,24,24,62.5
21,65,2,13,2,2,2,N,3,4,1,N,N,6,0,N,2,12000.0,2,90,36-03710,118,1,2,119,51,2,13,2,2,2,N,1,N,0,4,10700.0,2,321,127,103,62.5
22,50,2,8,2,2,2,N,11,0,1,2490,4,1,1,3,1,240000.0,9,501,26-02702,102,1,1,105,42,2,8,2,2,2,N,1,2490,1,3,240000.0,9,501,103,103,81.25
23,23,1,7,1,2,1,N,7,0,1,N,N,6,0,N,2,9000.0,2,136,08-00803,246,1,2,237,20,2,7,2,2,2,N,1,N,0,N,37000.0,5,278,159,158,43.75
24,62,2,7,2,2,2,N,12,0,1,5070,6,1,0,2,1,83000.0,9,501,19-01700,118,1,1,118,27,2,7,2,2,2,N,1,4971,0,2,135000.0,9,501,188,248,68.75
25,69,2,7,2,2,2,N,12,0,1,7380,10,1,0,2,1,141000.0,9,501,08-00803,53,1,1,46,59,2,7,2,2,2,N,1,7390,1,4,136000.0,9,501,55,55,56.25
26,46,2,11,2,2,2,N,10,0,1,7380,10,1,2,4,1,200000.0,9,501,17-03529,98,2,2,98,37,2,11,2,2,2,N,1,7460,3,5,0.0,0,329,437,652,43.75
27,41,2,7,2,2,2,N,5,0,1,1180,4,6,0,2,1,8700.0,2,131,28-01100,34,2,2,36,17,2,7,2,2,2,N,1,3490,2,4,730.0,1,42,50,57,43.75
28,48,2,7,2,2,2,N,9,4,1,7860,11,1,0,2,2,91000.0,8,501,06-08507,80,1,2,73,47,2,7,2,2,2,N,1,7890,0,2,92500.0,8,501,79,80,68.75
29,37,2,7,2,2,2,N,9,0,1,170,0,1,2,4,1,36000.0,7,271,19-01700,125,1,1,130,57,2,7,2,2,2,N,1,170,0,3,202000.0,9,501,95,107,50.0
30,72,2,8,2,2,2,N,4,0,1,N,N,3,0,2,1,9800.0,2,204,24-01004,120,1,1,119,76,1,8,1,2,2,N,1,N,2,5,22200.0,3,413,92,56,37.5
31,53,2,8,2,2,2,N,9,0,1,6870,9,1,1,4,2,300500.0,9,501,24-01004,191,6,1,190,38,2,8,2,2,2,N,1,6970,1,3,19000.0,3,385,67,67,50.0
32,12,2,13,2,2,2,N,3,0,1,N,N,N,3,4,2,N,N,62,36-03710,54,9,1,61,7,2,13,2,2,2,N,1,N,3,4,N,N,18,51,54,75.0
33,67,2,7,2,2,2,N,7,0,1,5391,6,1,0,5,1,45000.0,7,264,01-01301,81,2,1,83,62,2,7,2,2,2,N,1,5170,0,2,0.0,0,92,190,189,50.0
34,65,2,13,2,2,2,N,5,0,1,N,N,2,0,4,1,17000.0,3,182,36-04010,49,2,2,67,35,2,13,2,2,2,N,1,N,0,3,34000.0,5,501,117,145,56.25
35,35,2,13,2,2,2,N,5,0,1,8660,14,2,1,2,2,20000.0,4,113,36-04010,565,2,2,546,40,2,13,2,2,2,N,1,8660,4,5,80000.0,8,266,149,149,50.0
36,43,2,0,2,2,2,N,5,0,1,7470,10,1,0,2,2,44100.0,6,501,38-00100,138,1,1,134,47,2,0,2,2,2,N,1,7770,1,3,53500.0,7,287,65,65,43.75
37,40,2,11,2,2,2,N,10,0,1,8191,12,1,2,4,1,105440.0,9,501,17-03529,36,1,1,36,43,2,11,2,2,2,N,1,7970,0,2,110000.0,9,501,61,61,56.25
38,22,2,8,2,2,2,N,7,0,1,N,N,6,0,N,2,0.0,0,0,29-01901,371,1,1,366,21,2,8,2,2,2,N,1,N,0,N,0.0,0,0,82,81,81.25
39,65,2,8,2,2,2,N,10,0,1,N,N,4,0,N,1,23600.0,4,195,26-02702,126,1,1,123,79,2,8,2,1,2,N,1,N,0,N,138600.0,9,501,114,114,56.25
40,66,1,7,2,2,2,N,12,0,1,9370,16,1,0,2,1,660000.0,9,501,06-08507,56,1,1,56,64,1,7,2,2,2,N,1,9470,0,2,349000.0,9,501,52,52,68.75
41,16,2,11,2,2,2,N,4,0,1,8570,14,6,0,3,1,400.0,1,213,17-03529,84,9,2,89,16,2,11,2,2,2,N,1,8570,1,4,1000.0,1,501,72,68,62.5
42,31,2,8,2,2,2,N,9,0,1,7380,10,4,0,N,1,94000.0,9,501,26-02702,90,1,1,93,54,2,8,2,2,2,N,1,7380,1,2,120000.0,9,501,82,82,62.5
43,32,2,13,2,2,2,N,7,0,1,8270,12,1,2,4,2,85000.0,8,501,36-04010,213,2,1,214,64,2,13,2,2,2,N,1,8191,0,2,88300.0,8,501,103,103,56.25
44,82,2,0,2,2,2,N,5,0,1,N,N,3,0,N,2,30000.0,5,227,30-00600,76,1,1,73,94,1,0,2,1,2,N,1,N,0,N,17000.0,3,140,354,354,50.0
45,33,2,7,2,2,2,N,8,0,1,8680,14,2,1,4,1,10000.0,3,342,28-01100,334,2,2,339,38,2,7,2,2,1,N,1,8680,0,2,10000.0,3,67,54,53,56.25
46,71,2,11,2,2,2,N,6,0,1,8370,13,1,0,3,2,32700.0,5,361,17-03529,59,2,2,60,58,2,11,2,1,2,N,1,8370,0,3,0.0,0,49,52,52,56.25
47,90,2,0,2,1,1,N,9,0,2,N,N,3,N,N,0,9400.0,2,N,30-00600,2,1,2,0,94,2,0,2,1,1,N,2,N,N,N,0.0,0,N,6,0,75.0
48,1,2,10,2,N,N,N,N,0,1,N,N,N,4,6,1,N,N,501,51-51255,84,6,1,67,1,2,10,2,N,N,N,1,N,1,3,N,N,501,46,52,75.0
49,74,2,0,2,2,2,N,5,0,1,7860,11,3,0,2,1,22000.0,4,315,30-00600,265,1,2,256,88,2,0,2,2,2,N,1,7860,0,N,8600.0,2,71,22,23,56.25
50,22,2,7,2,2,2,N,5,0,1,8680,14,6,0,N,2,5200.0,1,39,08-00803,99,1,1,84,23,2,7,2,2,2,N,1,8680,0,N,5000.0,1,38,74,75,68.75
51,48,2,7,2,2,1,N,8,0,1,4971,6,6,0,2,1,52000.0,6,452,13-04600,69,2,2,91,26,2,7,1,2,2,N,1,4690,0,N,45000.0,6,343,207,207,43.75
52,21,2,10,2,2,2,N,7,0,1,5593,6,6,0,N,2,45000.0,6,342,51-51255,275,1,2,268,26,2,10,2,2,2,N,1,4971,0,N,1000.0,1,7,128,121,56.25
53,22,2,0,2,2,2,N,9,0,1,4870,6,6,3,5,1,21800.0,5,82,40-00200,27,1,1,49,53,2,0,2,2,2,N,1,5593,0,N,27000.0,5,204,195,196,50.0
54,73,2,7,2,2,2,N,9,0,1,N,N,4,0,N,1,28000.0,4,230,08-00803,15,1,2,15,72,2,7,2,2,2,N,1,N,0,N,6720.0,1,55,96,96,62.5
55,44,2,11,2,2,2,N,11,0,1,7970,12,6,0,N,1,70600.0,8,501,17-03529,57,1,2,57,32,2,11,2,2,2,N,1,8090,0,N,105000.0,9,501,291,291,62.5
56,57,2,8,2,2,2,N,9,0,1,9480,16,1,0,3,1,60000.0,7,501,26-02702,99,1,2,111,28,2,8,2,2,2,N,1,9490,0,2,52600.0,7,455,65,66,56.25
57,38,2,12,2,2,2,N,9,0,1,9370,16,6,0,N,2,95050.0,8,501,06-07502,39,6,1,40,22,2,12,2,2,2,N,1,9590,0,2,41000.0,6,485,57,58,50.0
58,73,2,0,2,2,2,N,4,0,1,N,N,4,0,N,2,9700.0,2,80,30-00600,52,1,2,56,56,1,0,1,2,1,N,1,N,0,N,26300.0,5,201,43,67,43.75
59,1,2,7,2,N,N,N,N,0,1,N,N,N,3,5,1,N,N,219,01-01301,48,1,1,51,2,2,7,2,N,N,N,1,N,2,4,N,N,87,60,74,62.5
60,26,2,9,2,2,2,N,7,1,1,6380,7,6,0,N,2,15000.0,3,113,32-00405,118,1,1,102,69,2,9,2,1,2,N,1,6370,0,4,10000.0,2,144,35,34,43.75
61,72,2,8,2,2,2,N,3,0,1,N,N,3,2,3,1,29800.0,4,405,24-01004,81,6,1,109,89,2,8,2,1,2,N,1,N,1,5,60000.0,6,501,126,90,43.75
62,66,2,10,2,2,2,N,10,0,1,6070,7,1,0,2,1,98400.0,8,501,51-51255,67,1,1,65,58,2,10,2,2,2,N,1,6070,0,2,112000.0,8,501,61,79,75.0
63,34,2,0,2,2,2,N,9,0,1,4270,5,1,0,2,2,50000.0,6,395,38-00100,781,1,1,685,23,2,0,2,2,2,N,1,4490,0,2,25000.0,4,230,219,220,56.25
64,64,2,10,2,2,2,N,5,0,1,8470,13,1,0,5,1,20000.0,3,498,17-03531,169,2,2,170,63,2,10,2,2,2,N,1,8470,0,5,11900.0,2,238,306,355,62.5
65,45,2,13,2,2,2,N,9,0,1,7570,10,1,2,7,2,125000.0,9,501,36-04010,141,2,2,126,39,2,13,2,2,2,N,1,7470,3,5,35000.0,5,230,74,74,43.75
66,71,2,8,2,1,1,N,5,0,1,N,N,5,0,3,2,0.0,0,94,29-01901,92,2,1,93,67,2,8,2,2,2,N,1,N,0,N,9100.0,2,74,107,108,43.75
67,70,2,11,2,2,2,N,11,0,1,8191,12,1,0,2,1,200000.0,9,501,17-03529,47,1,1,48,58,2,11,2,2,2,N,1,8191,0,3,554000.0,9,501,61,85,68.75
68,78,2,8,2,2,2,N,11,0,1,7270,10,4,0,N,1,27000.0,4,158,24-01004,11,1,1,12,70,2,8,2,2,2,N,1,7270,0,2,582100.0,9,501,16,16,56.25
69,13,2,7,2,2,2,N,4,0,1,N,N,N,0,10,2,N,N,92,28-01100,107,2,2,107,14,2,7,2,2,2,N,1,N,3,5,N,N,200,65,56,62.5
70,23,2,0,2,2,2,N,4,0,1,1880,4,6,0,N,2,11000.0,3,114,40-00200,18,1,1,17,24,2,0,2,2,2,N,1,1880,1,2,12000.0,3,69,253,253,56.25
71,15,2,0,2,2,2,N,3,0,1,N,N,6,0,4,1,0.0,0,89,40-00200,221,1,2,92,15,2,0,2,2,2,N,1,N,3,5,7600.0,2,102,39,62,56.25
72,23,2,11,2,2,2,N,9,0,1,7870,11,6,0,N,2,9300.0,2,76,17-03529,87,1,1,88,23,2,11,2,2,2,N,1,7870,0,N,30000.0,5,228,78,77,68.75
73,26,2,7,2,2,2,N,9,0,1,7380,10,1,1,3,2,14100.0,2,341,08-00803,80,1,2,84,36,2,7,2,2,2,N,1,7280,1,3,20000.0,3,200,84,80,56.25
74,46,2,11,2,2,2,N,9,0,1,8191,12,1,2,5,2,0.0,0,161,17-03529,87,1,2,89,28,2,11,2,2,2,N,1,8191,0,2,65000.0,7,487,112,98,50.0
75,9,2,11,2,2,2,N,3,0,1,N,N,N,3,6,2,N,N,28,17-03529,62,9,2,54,10,2,11,2,2,2,N,1,N,1,2,N,N,92,51,35,62.5
76,40,2,7,2,1,2,5,9,0,1,7380,10,1,2,4,1,200000.0,9,501,13-04600,33,1,1,40,50,2,7,2,2,2,N,1,7680,3,5,0.0,0,50,44,44,31.25
77,55,2,11,2,2,2,N,6,0,1,N,N,5,0,10,2,0.0,0,121,17-03529,52,2,2,48,78,2,11,2,1,2,N,1,N,0,N,9200.0,2,76,78,79,50.0
78,65,2,8,2,2,2,N,7,0,1,6170,7,4,0,N,1,15600.0,3,136,29-01901,211,2,2,211,77,2,8,2,2,2,N,1,6180,0,5,12000.0,3,284,63,64,56.25
79,58,2,7,2,2,2,N,4,0,1,770,3,5,0,N,1,24000.0,4,183,28-01100,204,2,1,205,52,2,7,2,2,2,N,1,770,0,N,31200.0,6,237,74,73,62.5
80,94,1,7,2,2,1,N,7,0,2,N,N,4,N,N,0,5900.0,1,N,08-00803,74,1,2,0,71,2,7,2,2,2,N,2,N,N,N,21600.0,3,N,26,0,62.5
81,46,2,0,2,2,2,N,9,0,1,4972,6,5,0,N,2,15000.0,3,114,38-00100,59,1,2,56,31,2,0,2,2,2,N,1,4971,1,2,23000.0,4,132,82,82,43.75
82,6,2,7,2,2,2,N,1,0,1,N,N,N,4,6,1,N,N,108,01-01301,186,2,2,160,4,2,7,2,N,N,N,1,N,0,5,N,N,115,104,71,50.0
83,65,2,13,2,2,2,N,5,0,1,6370,7,1,0,2,1,70000.0,7,501,36-04010,42,2,1,42,72,2,13,2,2,2,N,1,6170,0,5,42000.0,6,501,64,82,56.25
84,39,2,7,2,2,2,N,7,0,1,5391,6,4,0,N,2,20900.0,4,233,08-00803,62,1,2,58,76,2,7,2,2,2,N,1,4880,0,3,14400.0,2,281,82,80,50.0
85,46,2,0,2,2,2,N,7,0,1,8090,12,4,0,5,1,10000.0,7,250,40-00200,64,1,2,54,36,2,0,2,2,1,N,1,8191,0,6,5000.0,2,90,46,32,43.75
86,13,2,10,1,2,2,N,3,4,1,N,N,N,1,3,2,N,N,362,17-03531,199,1,1,188,13,2,10,2,2,2,N,1,N,1,4,N,N,298,41,35,68.75
87,39,2,8,2,2,2,N,10,0,1,7870,11,1,3,5,1,182000.0,9,501,26-02702,64,2,2,64,57,2,8,2,2,2,N,1,7870,0,2,82000.0,8,501,68,34,56.25
88,64,2,10,2,2,2,N,7,0,1,7670,10,4,0,N,1,50000.0,7,266,17-03531,98,2,2,99,64,2,10,2,2,2,N,1,7280,0,9,15000.0,3,239,54,54,56.25
89,68,2,9,2,1,2,N,7,0,1,N,N,5,0,N,2,150.0,1,1,32-00405,61,2,2,59,66,2,9,2,1,2,N,1,N,0,N,6200.0,2,51,92,92,62.5
90,40,2,11,2,2,2,N,7,0,1,2880,4,4,0,3,2,61000.0,8,341,17-03529,320,2,1,378,53,2,11,2,2,2,N,1,2670,0,N,60000.0,7,457,65,65,50.0
91,69,2,10,2,2,2,N,7,0,1,N,N,6,0,N,1,27300.0,4,182,51-51255,59,1,2,58,66,2,10,2,2,2,N,1,N,0,N,16300.0,3,134,56,56,62.5
92,25,2,0,2,2,2,N,4,1,1,770,3,1,0,2,1,26000.0,5,198,40-00200,583,8,1,357,46,2,0,2,2,2,N,1,770,0,2,28000.0,5,374,44,58,68.75
93,35,2,10,2,2,2,N,9,0,1,6970,9,4,0,N,1,130000.0,9,501,17-03531,121,2,2,119,56,2,10,2,2,2,N,1,6890,0,2,68000.0,7,501,78,78,56.25
94,56,2,10,2,2,2,N,10,0,1,9470,16,1,0,2,1,190000.0,9,501,17-03531,90,2,1,91,40,2,10,2,2,2,N,1,9370,0,2,70000.0,8,501,110,110,62.5
95,67,1,0,2,1,1,N,5,0,1,770,3,3,0,3,1,41100.0,6,501,38-00100,76,1,1,75,72,2,0,2,2,2,N,1,770,0,N,32000.0,5,265,15,15,37.5
96,34,2,7,2,2,2,N,9,0,1,6680,8,4,1,2,1,70000.0,8,489,08-00803,41,1,2,46,43,2,7,2,2,2,N,1,6490,2,3,150000.0,9,501,107,107,43.75
97,68,2,7,2,2,2,N,8,0,1,8191,12,3,0,2,1,48000.0,7,501,19-01700,42,1,2,43,58,2,7,2,2,2,N,1,8270,0,5,0.0,0,161,337,337,50.0
98,18,2,11,2,2,2,N,7,0,1,7490,10,6,0,2,1,5000.0,1,164,17-03529,59,1,1,31,20,2,11,2,2,2,N,1,7270,0,3,20000.0,3,501,33,38,50.0
99,32,2,7,2,2,2,N,4,1,1,770,3,6,0,2,2,14000.0,3,106,19-01700,148,1,1,187,20,2,7,2,2,2,N,1,770,1,3,7200.0,1,54,372,455,50.0
100,46,2,7,2,2,2,N,6,0,1,6170,7,1,0,2,1,50390.0,7,501,28-01100,79,2,1,78,38,2,7,2,2,2,N,1,6170,2,5,56000.0,8,405,111,112,50.0
101,52,2,10,2,2,2,N,5,0,1,4971,6,6,0,2,2,32000.0,5,317,17-03531,100,2,1,86,38,2,10,2,2,2,N,1,4870,0,N,32400.0,5,244,146,146,56.25
102,5,2,9,2,2,2,N,1,1,1,N,N,N,5,6,2,N,N,71,32-00405,236,9,1,210,4,2,9,2,N,N,N,1,N,3,4,N,N,116,87,81,50.0
103,30,2,10,2,2,2,N,10,0,1,9170,15,6,0,N,1,76000.0,7,474,51-01301,49,1,1,51,56,2,10,1,1,2,N,1,9160,0,N,0.0,0,0,149,110,43.75
104,30,2,13,2,2,2,N,8,0,1,9290,15,1,3,6,2,70000.0,7,501,36-04010,92,2,2,249,64,2,13,2,2,2,N,1,9160,0,5,55000.0,7,501,51,38,56.25
105,58,2,7,2,2,2,N,8,0,1,8191,12,4,0,N,2,73000.0,8,501,19-01700,76,1,2,76,64,2,7,2,2,2,N,1,8180,0,N,37600.0,6,284,123,123,56.25
106,6,2,0,2,2,2,N,2,0,1,N,N,N,2,4,1,N,N,501,38-00100,49,3,2,52,3,2,0,2,N,N,N,1,N,3,4,N,N,62,29,29,56.25
107,74,1,8,2,2,2,N,8,0,1,N,N,1,0,2,1,40000.0,6,302,29-01901,79,1,1,84,72,2,8,2,2,2,N,1,N,0,2,0.0,0,327,104,106,56.25
108,34,2,8,2,2,2,N,10,0,1,7870,11,3,0,N,1,63600.0,8,501,26-02702,175,1,2,176,63,2,8,2,2,2,N,1,7870,0,N,114000.0,9,501,138,137,68.75
109,80,1,8,2,1,2,N,10,0,1,6480,8,2,0,N,2,82600.0,7,501,24-01004,141,1,2,144,61,2,8,2,2,2,N,1,6480,0,N,0.0,0,0,95,95,50.0
110,35,2,13,2,2,2,N,9,0,1,8191,12,6,0,N,2,85000.0,8,501,36-04010,78,2,1,77,57,2,13,2,2,2,N,1,7980,0,N,80000.0,8,501,79,79,68.75
111,64,2,7,2,1,1,N,6,0,2,N,N,6,N,N,0,9600.0,2,N,01-01301,23,2,2,0,72,2,7,2,1,2,N,2,N,N,N,8900.0,2,N,21,0,75.0
112,16,2,9,2,2,2,N,4,0,1,9920,18,6,1,2,2,0.0,0,198,32-00405,187,2,1,207,16,2,9,2,2,2,N,1,9920,5,8,0.0,0,113,36,45,68.75
113,76,2,11,2,1,2,N,7,0,1,N,N,3,0,2,1,6100.0,2,341,17-03529,50,2,1,52,76,2,11,2,1,2,N,1,N,0,4,18600.0,3,172,58,58,62.5
114,18,2,9,2,2,2,N,5,1,1,5391,6,6,1,4,2,0.0,0,155,32-00405,355,1,2,376,20,2,9,2,2,2,N,1,5391,1,4,10000.0,2,75,57,44,62.5
115,41,2,0,2,2,2,N,8,0,1,4290,5,1,3,5,1,86000.0,9,409,30-00600,381,1,1,385,23,2,0,2,2,2,N,1,4270,0,2,70300.0,8,501,16,35,43.75
116,82,2,13,2,1,1,N,3,2,1,N,N,6,0,N,2,9600.0,2,72,36-03710,166,8,2,167,73,1,13,2,1,2,N,1,N,0,N,9000.0,2,74,139,139,56.25
117,25,2,9,2,2,2,N,9,0,1,8680,14,6,0,N,1,38000.0,6,489,32-00405,97,1,1,38,60,2,9,2,2,2,N,1,8563,0,N,138000.0,9,501,53,53,56.25
118,36,2,7,2,2,2,N,10,0,1,3390,4,1,1,3,2,165000.0,9,501,06-08507,75,6,2,83,41,2,7,2,2,2,N,1,3580,2,4,65000.0,7,501,95,87,50.0
119,73,2,7,2,2,2,N,8,0,1,N,N,6,0,N,1,10600.0,8,355,28-01100,33,2,2,33,69,2,7,2,2,1,N,1,N,0,N,21100.0,5,174,33,32,62.5
120,24,2,11,2,2,2,N,10,0,1,N,N,6,0,N,2,0.0,0,0,17-03529,208,6,1,111,29,2,11,2,2,2,N,1,N,0,N,26000.0,4,198,62,62,62.5
121,52,2,10,2,2,2,N,7,0,1,7590,10,4,0,N,2,90000.0,8,501,51-51255,99,2,2,98,61,2,10,2,2,2,N,1,7380,0,2,80000.0,7,501,39,38,56.25
122,51,2,7,2,2,2,N,8,0,1,7970,12,1,1,3,1,40900.0,7,294,28-01100,51,1,2,55,31,2,7,2,2,2,N,1,8090,0,2,27000.0,6,454,115,88,43.75
123,20,2,7,2,2,2,N,5,0,1,N,N,6,0,3,1,0.0,0,501,06-08507,67,6,2,59,19,2,7,2,2,2,N,1,N,1,4,0.0,0,501,103,123,68.75
124,33,2,0,2,1,2,N,3,0,1,N,N,1,3,5,2,0.0,0,102,38-00100,68,1,1,58,90,1,0,1,1,2,N,1,N,0,2,13100.0,2,127,37,37,37.5
125,65,2,7,2,2,2,N,5,0,1,8470,13,1,0,2,1,15000.0,3,238,19-01700,64,1,2,119,37,2,7,2,2,2,N,1,8470,3,5,30000.0,5,332,137,158,50.0
126,40,2,0,2,2,2,N,9,0,1,6870,9,4,0,3,1,58000.0,7,407,30-00600,123,1,1,123,73,2,0,2,2,2,N,1,7071,0,N,45800.0,7,377,26,26,56.25
127,20,2,10,2,2,2,N,7,0,1,8270,12,6,0,3,2,12000.0,3,271,17-03531,227,2,1,199,47,2,10,2,2,2,N,1,8170,0,2,20000.0,3,315,330,198,56.25
128,23,2,8,2,2,2,N,4,0,1,N,N,6,0,N,2,0.0,0,0,29-01901,79,1,2,82,15,2,8,2,2,2,N,1,N,1,2,0.0,0,123,72,88,62.5
129,41,2,13,2,2,2,N,4,2,2,N,N,6,N,N,0,0.0,0,N,36-03710,78,1,1,0,31,2,13,2,2,2,N,2,N,N,N,0.0,0,N,62,0,87.5
130,39,2,13,2,2,2,N,7,0,1,6890,9,6,0,2,2,13300.0,3,194,36-04010,251,2,2,216,48,2,13,2,2,2,N,1,6890,0,N,9000.0,2,68,165,165,56.25
131,23,2,0,2,2,2,N,7,0,1,4870,6,6,0,N,2,19000.0,4,148,40-00200,408,1,2,394,24,2,0,2,1,2,N,1,4795,0,N,6500.0,2,48,245,146,50.0
132,7,2,7,2,2,2,N,3,0,1,N,N,N,2,4,1,N,N,122,01-01301,52,9,2,38,14,2,7,2,2,2,N,1,N,0,3,N,N,254,282,199,62.5
133,55,2,7,2,1,2,N,4,0,2,N,N,6,N,N,0,0.0,0,N,13-04600,76,1,1,0,16,2,7,2,2,2,N,2,N,N,N,0.0,0,N,118,0,81.25
134,36,2,10,2,2,2,N,7,0,1,8470,13,1,2,4,2,36000.0,5,408,51-51255,75,1,2,74,61,1,10,2,2,2,N,1,8370,0,2,20000.0,3,501,144,143,37.5
135,63,2,7,2,1,2,N,6,0,1,N,N,6,0,N,1,22300.0,5,184,01-01301,78,2,1,77,25,2,7,2,2,1,N,1,N,0,2,9000.0,2,248,80,37,43.75
136,74,2,0,2,2,2,N,7,0,1,180,0,4,0,N,1,43000.0,7,326,30-00600,18,1,2,18,42,2,0,2,2,2,N,1,180,1,2,17000.0,3,97,64,64,50.0
137,23,2,0,2,2,2,N,5,0,1,8590,14,6,0,2,1,29000.0,5,219,40-00200,153,9,1,153,26,2,0,2,2,2,N,1,8590,0,3,29500.0,5,372,34,41,62.5
138,4,2,0,2,N,N,N,2,0,1,N,N,N,3,5,2,N,N,150,38-00100,68,5,2,67,6,2,0,2,2,2,N,1,N,0,3,N,N,255,26,50,50.0
139,44,2,7,2,2,2,N,5,0,1,8870,15,6,2,6,1,15000.0,3,392,01-01301,168,2,1,123,54,2,7,1,2,2,N,1,9290,0,N,47000.0,7,356,259,260,37.5
