PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,HOUSING_TYPE,OWN_RENT,DENSITY,INDP,INDP_CAT,EDU,PINCP,PINCP_DECILE,POVPIP,DVET,DREM,DPHY,DEYE,DEAR,PWGTP,WGTP
32-00405,48,2,6,0,1,3,5,1,1,9844.0,N,N,4,N,0,378,N,2,2,2,2,53.1,51.2
17-03531,64,2,1,0,2,0,2,1,2,9844.0,N,N,4,N,1,334,N,1,1,2,1,155.3,153.60000000000002
30-00600,24,1,1,0,1,0,2,1,1,3292.0,N,N,3,25000.0,0,214,N,1,2,2,2,53.1,51.2
36-03710,47,1,6,2,1,0,N,1,2,55708.0,7290,10,4,342000.0,0,301,N,2,2,2,2,155.3,153.60000000000002
38-00100,61,1,1,0,1,0,2,1,1,3292.0,7380,10,8,30000.0,9,159,N,2,2,2,2,53.1,51.2
19-01700,57,2,3,0,1,N,N,3,0,3292.0,8870,2,9,N,8,N,N,2,2,2,2,53.1,51.2
24-01004,10,2,N,0,1,2,4,1,1,3292.0,N,N,3,28000.0,N,501,N,2,2,2,2,155.3,153.60000000000002
38-00100,26,2,6,0,9,2,4,1,1,3292.0,8191,12,5,30000.0,8,273,N,2,2,2,2,666.3,256.0
08-00803,67,1,2,0,1,0,N,1,1,3292.0,7680,10,8,130.0,8,257,N,2,2,2,2,155.3,153.60000000000002
24-01004,55,2,1,0,1,0,2,1,1,3292.0,7390,10,10,15600.0,4,501,N,2,2,2,2,53.1,51.2
06-08507,44,2,1,0,6,3,4,1,1,3292.0,8660,14,4,229800.0,1,501,N,2,2,2,2,53.1,51.2
36-04010,15,1,6,4,8,2,6,1,2,3292.0,N,N,3,6500.0,3,0,N,2,2,2,2,155.3,358.4
17-03531,76,2,3,0,2,1,2,1,1,9844.0,N,N,4,N,3,168,N,2,1,2,2,972.9000000000001,972.8
51-51255,44,2,1,0,9,2,6,1,1,9844.0,N,N,8,0.0,2,338,N,2,2,2,2,53.1,51.2
24-01004,72,1,1,0,6,0,3,1,1,3292.0,7270,10,12,278000.0,9,0,N,2,2,2,2,53.1,51.2
36-03710,71,1,2,0,1,N,N,2,0,55708.0,N,N,5,30000.0,0,N,N,1,1,2,1,53.1,51.2
17-03529,32,2,6,0,2,0,N,1,2,16396.0,3390,11,9,N,3,207,N,2,2,2,2,53.1,51.2
06-08507,68,2,1,0,1,0,3,1,1,3292.0,8590,14,3,N,5,501,N,2,2,2,2,53.1,51.2
26-02702,1,2,N,0,6,2,4,1,2,3292.0,N,N,N,25900.0,N,30,N,N,N,2,2,257.5,256.0
51-51255,53,1,1,0,1,0,2,1,1,9844.0,6070,10,9,20000.0,9,199,N,2,2,2,2,53.1,51.2
01-01301,56,2,1,0,2,0,4,1,1,3292.0,N,N,7,N,3,159,N,2,2,2,2,53.1,153.60000000000002
36-04010,10,2,N,4,8,2,4,1,1,36052.0,N,N,3,24000.0,N,501,N,2,2,2,2,155.3,153.60000000000002
36-04010,22,1,6,4,1,2,3,1,1,49156.0,8680,14,7,N,3,95,N,2,2,2,2,53.1,51.2
17-03529,67,2,6,0,1,0,N,1,1,16396.0,180,0,5,66020.0,0,95,N,2,2,2,2,155.3,153.60000000000002
30-00600,78,2,3,0,1,2,6,1,1,3292.0,N,N,9,146000.0,6,180,N,2,2,2,2,53.1,51.2
40-00200,34,2,3,0,1,2,N,1,2,3292.0,9170,15,7,16200.0,7,318,N,2,2,2,2,53.1,51.2
24-01004,37,2,1,0,6,2,4,1,1,3292.0,6970,9,9,19000.0,8,501,N,2,2,2,2,53.1,51.2
51-51255,88,2,6,0,1,0,2,1,1,9844.0,9170,15,7,30000.0,1,59,N,2,2,2,2,53.1,51.2
30-00600,24,1,6,0,1,0,N,1,1,3292.0,7670,10,9,0.0,1,501,N,2,2,2,2,155.3,153.60000000000002
32-00405,16,2,6,0,2,3,8,1,1,9844.0,N,N,4,30000.0,0,501,N,1,2,2,2,155.3,153.60000000000002
30-00600,69,1,1,0,1,0,2,1,1,3292.0,N,N,7,13000.0,0,501,N,2,2,2,2,53.1,51.2
26-02702,56,2,1,0,1,0,2,1,2,3292.0,7970,12,12,5000.0,9,331,N,2,2,2,2,53.1,51.2
51-01301,40,2,1,0,1,2,4,1,2,9844.0,6890,9,9,250000.0,5,311,N,2,2,2,2,155.3,153.60000000000002
08-00803,40,1,2,0,1,0,2,1,1,3292.0,6672,8,9,185000.0,8,501,N,2,2,2,2,155.3,153.60000000000002
24-01004,37,1,1,0,1,0,3,1,2,3292.0,7680,10,10,620.0,9,459,N,2,2,2,2,53.1,51.2
40-00200,94,2,3,0,1,0,N,1,1,3292.0,N,N,7,5400.0,3,206,N,2,1,2,2,53.1,51.2
40-00200,19,2,6,0,1,0,5,1,1,3292.0,8191,12,7,3600.0,6,501,N,2,2,2,2,53.1,51.2
38-00100,65,1,5,0,1,0,N,1,1,3292.0,770,3,8,50000.0,5,288,N,2,2,2,2,53.1,51.2
19-01700,1,1,N,0,1,1,3,1,1,3292.0,N,N,N,571000.0,N,425,N,N,N,2,2,53.1,51.2
13-04600,55,2,4,0,1,3,5,1,1,3292.0,8561,6,5,89000.0,3,501,N,2,2,2,2,53.1,51.2
32-00405,28,2,1,0,2,3,5,1,2,9844.0,8470,13,7,28000.0,2,115,N,2,1,2,2,53.1,51.2
19-01700,45,2,1,0,1,0,3,1,1,3292.0,6870,9,7,N,7,501,N,2,2,2,2,155.3,153.60000000000002
51-01301,38,2,1,0,1,0,4,1,1,9844.0,N,N,9,0.0,0,501,N,2,2,2,2,53.1,51.2
19-01700,58,1,4,0,1,0,N,1,1,3292.0,170,0,7,0.0,9,501,N,2,2,2,2,53.1,51.2
30-00600,30,1,1,0,3,0,3,1,1,3292.0,7770,15,7,N,8,190,N,2,2,2,2,53.1,51.2
06-08507,37,2,5,0,6,1,4,1,2,3292.0,7270,10,7,N,1,37,N,1,2,2,2,155.3,153.60000000000002
17-03529,42,2,4,0,2,0,N,1,2,16396.0,9480,16,12,19000.0,6,265,N,2,2,2,2,155.3,256.0
38-00100,7,1,N,0,1,2,4,1,1,3292.0,N,N,2,0.0,N,158,N,2,2,2,2,53.1,51.2
17-03531,70,2,1,0,2,0,2,1,1,9844.0,9170,15,8,25000.0,6,501,N,2,2,2,2,53.1,51.2
51-51255,0,2,N,0,1,5,6,1,2,9844.0,N,N,N,100120.0,N,501,N,N,N,2,2,155.3,153.60000000000002
19-01700,67,2,1,0,1,0,2,1,2,3292.0,N,N,9,N,4,35,N,2,1,2,2,53.1,153.60000000000002
40-00200,16,2,6,0,3,0,5,1,1,3292.0,5275,6,4,150000.0,6,439,N,2,2,2,2,53.1,51.2
19-01700,6,1,N,0,1,2,4,1,1,3292.0,N,N,2,N,N,266,N,2,2,2,2,53.1,51.2
38-00100,38,1,1,0,1,1,3,1,1,3292.0,N,N,5,N,3,348,N,2,2,2,2,53.1,51.2
30-00600,38,2,6,0,1,2,3,1,1,3292.0,N,N,5,20000.0,1,501,N,2,2,2,2,155.3,51.2
24-01004,63,2,1,0,1,0,2,1,1,3292.0,170,0,9,15800.0,8,501,N,2,2,2,2,53.1,51.2
32-00405,21,1,6,0,1,1,4,1,2,9844.0,7860,11,7,55000.0,4,148,N,2,2,2,2,53.1,51.2
17-03529,13,2,3,0,2,0,N,1,2,16396.0,N,N,10,0.0,8,501,N,1,1,2,2,53.1,51.2
51-51255,52,1,1,0,1,2,4,1,1,9844.0,7270,10,9,N,9,501,N,2,2,2,2,53.1,51.2
40-00200,40,1,1,0,1,0,2,1,1,3292.0,4670,6,9,85000.0,8,501,N,2,2,2,2,53.1,51.2
24-01004,48,1,1,0,1,2,3,1,1,3292.0,9470,16,12,82900.0,7,443,N,2,2,2,2,155.3,153.60000000000002
40-00200,54,2,1,0,3,0,4,1,1,3292.0,1280,4,10,1000.0,6,319,N,2,2,2,2,53.1,51.2
51-01301,25,2,6,0,1,0,N,1,1,9844.0,N,N,10,267000.0,8,501,N,2,2,2,2,155.3,153.60000000000002
13-04600,45,1,6,0,1,0,N,1,1,3292.0,3960,4,9,6000.0,9,343,N,2,2,2,2,53.1,51.2
32-00405,58,1,3,1,1,0,N,1,1,9844.0,N,N,1,200000.0,2,501,N,2,2,2,2,155.3,153.60000000000002
24-01004,59,2,1,0,1,2,4,1,1,3292.0,4972,6,9,9300.0,7,125,N,2,2,2,2,53.1,51.2
30-00600,78,1,6,0,1,0,N,1,1,3292.0,770,3,5,15000.0,9,501,N,2,2,2,2,53.1,51.2
24-01004,26,2,6,0,1,0,N,1,2,3292.0,4971,6,9,N,9,0,N,2,2,2,2,155.3,153.60000000000002
38-00100,69,1,1,0,1,0,2,1,1,3292.0,8562,6,5,250000.0,9,501,N,2,2,2,2,359.7,256.0
17-03531,41,2,4,0,2,0,4,1,1,9844.0,N,N,6,-7600.0,5,501,N,2,2,2,2,155.3,51.2
51-01301,43,2,4,0,1,0,N,1,2,9844.0,6070,10,9,0.0,9,183,N,2,2,2,2,155.3,153.60000000000002
06-08507,72,1,1,0,1,0,5,1,1,3292.0,8770,15,12,16000.0,7,140,N,2,2,2,2,53.1,51.2
40-00200,73,1,1,0,1,0,2,1,1,3292.0,4870,6,7,10000.0,4,136,N,2,2,2,2,359.7,153.60000000000002
51-51255,68,2,1,0,1,4,6,1,1,9844.0,N,N,10,22500.0,9,501,N,2,2,2,2,53.1,153.60000000000002
51-51255,58,2,1,0,1,0,2,1,2,9844.0,9070,15,9,66300.0,4,501,N,2,2,2,2,53.1,51.2
38-00100,10,1,N,0,1,1,7,1,1,3292.0,N,N,3,26900.0,N,501,N,2,2,2,2,53.1,51.2
19-01700,15,1,6,0,2,1,4,1,1,3292.0,N,N,4,35000.0,1,218,N,2,2,2,2,359.7,358.4
24-01004,49,1,1,0,1,1,3,1,2,3292.0,9570,16,11,N,9,501,N,2,2,2,2,53.1,51.2
38-00100,15,1,6,0,9,1,3,1,1,3292.0,N,N,4,N,0,501,N,2,2,2,2,53.1,51.2
40-00200,70,2,3,0,1,0,N,1,2,3292.0,N,N,5,N,3,501,N,2,1,2,2,53.1,51.2
51-51255,52,2,4,0,1,0,N,1,2,9844.0,7380,10,10,5000.0,8,22,N,2,2,2,2,53.1,51.2
26-02702,27,2,6,0,1,0,3,1,2,3292.0,8180,12,7,9300.0,5,72,N,2,2,2,2,53.1,51.2
17-03529,76,1,4,0,2,0,N,1,2,16396.0,8590,14,9,100000.0,6,501,N,2,2,2,2,155.3,153.60000000000002
38-00100,73,2,1,0,1,0,2,1,2,3292.0,N,N,6,162900.0,0,211,N,2,2,2,2,155.3,153.60000000000002
01-01301,61,2,4,0,2,0,N,1,1,3292.0,8680,14,7,53000.0,6,501,N,2,2,2,2,53.1,358.4
24-01004,28,2,1,2,1,0,2,1,1,3292.0,N,N,7,6000.0,0,501,N,2,2,2,2,53.1,51.2
26-02702,25,1,6,0,1,0,N,1,1,3292.0,6170,7,9,0.0,8,501,N,2,2,2,2,359.7,358.4
24-01004,13,1,N,0,1,2,4,1,1,3292.0,N,N,3,19000.0,N,501,N,2,2,2,2,53.1,51.2
06-07502,71,2,3,0,1,0,N,1,2,36052.0,N,N,5,33000.0,4,98,N,2,2,2,2,53.1,51.2
30-00600,8,2,N,0,1,3,5,1,1,3292.0,N,N,3,N,N,501,N,2,2,2,2,155.3,153.60000000000002
36-03710,25,1,2,1,8,N,N,3,0,55708.0,770,3,5,150000.0,5,N,N,2,2,2,2,53.1,51.2
06-07502,45,2,6,1,1,1,3,1,2,36052.0,7860,11,3,1300.0,2,68,N,2,2,2,2,155.3,153.60000000000002
29-01901,54,1,5,0,2,1,2,1,2,3292.0,770,3,4,32000.0,3,501,N,2,2,2,2,53.1,51.2
30-00600,5,1,N,0,1,2,6,1,1,3292.0,N,N,1,83400.0,N,15,N,2,2,2,2,53.1,51.2
24-01004,16,1,6,4,1,0,N,1,2,3292.0,8680,14,4,33000.0,5,218,N,2,2,2,2,53.1,51.2
06-08507,53,2,4,3,1,N,N,3,0,9844.0,N,N,4,150200.0,2,N,N,2,2,2,2,53.1,51.2
17-03531,31,1,1,0,2,0,2,1,2,9844.0,N,N,8,28400.0,3,384,2,2,2,2,2,155.3,51.2
40-00200,62,2,3,0,3,0,N,1,1,3292.0,N,N,7,25000.0,6,501,N,1,2,2,2,53.1,51.2
30-00600,52,1,1,0,1,1,3,1,1,3292.0,490,1,7,53420.0,6,501,N,2,2,2,2,53.1,51.2
17-03531,69,1,3,0,2,0,N,1,1,9844.0,N,N,7,9000.0,3,53,N,2,2,2,2,155.3,51.2
06-08507,87,2,3,0,1,2,4,1,1,3292.0,N,N,9,0.0,4,501,N,2,2,2,2,155.3,153.60000000000002
06-08507,29,2,1,0,6,0,2,1,1,3292.0,6870,9,9,52700.0,9,162,N,2,2,2,2,359.7,256.0
28-01100,16,2,6,0,2,3,4,1,2,3292.0,N,N,4,32000.0,0,22,N,1,2,2,2,155.3,153.60000000000002
13-04600,27,1,6,2,9,0,N,1,2,3292.0,9570,16,8,8000.0,8,188,N,2,2,2,2,53.1,51.2
24-01004,63,1,4,0,1,0,N,1,1,3292.0,7270,10,9,48000.0,8,0,N,2,2,2,1,53.1,51.2
30-00600,21,1,6,0,1,0,N,1,2,3292.0,490,1,7,14400.0,7,501,N,2,2,2,2,53.1,51.2
32-00405,44,1,5,1,8,N,N,3,0,9844.0,770,3,5,0.0,1,N,N,2,2,2,2,53.1,51.2
19-01700,37,2,6,0,1,0,2,1,1,3292.0,2380,15,4,0.0,1,501,N,2,2,2,2,155.3,153.60000000000002
40-00200,14,2,N,0,3,3,5,1,1,3292.0,N,N,1,3000.0,N,337,N,2,2,2,1,155.3,153.60000000000002
19-01700,37,1,1,4,1,0,3,1,1,3292.0,N,N,4,N,3,225,N,2,2,2,2,53.1,51.2
40-00200,14,2,N,0,3,2,3,1,1,3292.0,N,N,3,5800.0,N,95,N,2,2,2,2,53.1,51.2
51-01301,32,2,1,0,1,0,3,1,1,9844.0,7870,11,10,27000.0,7,501,N,2,2,2,2,53.1,51.2
06-07502,72,2,4,0,1,N,N,3,0,36052.0,N,N,5,39000.0,2,N,N,1,1,2,2,53.1,51.2
26-02702,61,2,1,0,1,0,2,1,1,3292.0,7980,14,7,20000.0,2,450,N,2,2,2,2,53.1,51.2
40-00200,51,2,1,0,1,1,2,1,2,3292.0,9370,16,9,N,3,48,N,2,2,2,2,53.1,51.2
36-03710,18,1,6,0,2,0,2,1,2,55708.0,8680,14,4,90000.0,3,127,N,2,2,2,2,53.1,51.2
32-00405,63,1,4,1,1,0,N,1,1,9844.0,N,N,5,33000.0,3,501,N,2,1,2,2,53.1,51.2
26-02702,36,2,6,0,1,1,3,1,2,3292.0,N,N,4,146000.0,6,210,N,2,2,2,2,53.1,153.60000000000002
30-00600,10,2,N,0,1,3,5,1,1,3292.0,N,N,3,N,N,501,N,2,2,2,2,53.1,51.2
06-07502,79,1,1,0,1,0,2,1,2,36052.0,7870,11,12,25000.0,8,166,N,2,2,2,2,155.3,153.60000000000002
51-51255,6,1,N,0,1,2,4,1,2,9844.0,N,N,2,9500.0,N,438,N,2,2,2,2,53.1,51.2
51-01301,9,1,N,0,1,2,4,1,1,9844.0,N,N,3,223100.0,N,501,N,2,2,2,2,53.1,51.2
26-02702,4,2,N,0,1,2,4,1,2,3292.0,N,N,2,100000.0,N,92,N,N,N,2,2,155.3,153.60000000000002
40-00200,17,2,6,0,3,3,5,1,1,3292.0,8191,12,5,0.0,5,346,N,2,2,2,2,53.1,51.2
36-04010,78,2,1,0,2,4,6,1,2,49156.0,8191,12,8,26000.0,9,19,N,2,2,2,2,155.3,153.60000000000002
17-03531,25,1,6,0,2,0,N,1,2,9844.0,6991,9,7,0.0,6,3,N,2,2,2,2,155.3,153.60000000000002
26-02702,61,1,1,0,6,1,2,1,1,3292.0,7390,10,11,87300.0,8,501,N,2,2,2,2,155.3,153.60000000000002
17-03529,40,2,2,0,2,0,N,1,2,16396.0,N,N,4,47350.0,0,501,N,2,2,2,2,53.1,51.2
26-02702,75,1,1,0,1,0,2,1,2,3292.0,6370,7,9,45000.0,7,169,N,2,2,2,2,155.3,51.2
30-00600,63,2,1,0,1,0,2,1,1,3292.0,170,0,7,N,3,501,N,2,2,2,2,53.1,51.2
51-51255,58,2,4,0,2,0,2,1,1,9844.0,7860,11,10,4500.0,7,174,N,2,2,2,2,53.1,51.2
51-01301,6,1,N,0,1,1,3,1,1,9844.0,N,N,2,N,N,501,N,2,2,2,2,155.3,153.60000000000002
51-51255,18,2,6,0,2,0,4,1,1,9844.0,8080,12,5,41000.0,1,501,N,2,2,2,2,53.1,51.2
29-01901,45,2,1,0,2,0,2,1,1,3292.0,8180,12,9,9100.0,8,154,N,2,2,2,2,155.3,153.60000000000002
51-01301,2,2,N,0,1,0,4,1,2,9844.0,N,N,N,N,N,501,N,N,N,2,2,257.5,768.0
51-01301,77,2,1,0,1,0,2,1,1,9844.0,3570,4,9,67320.0,9,501,N,2,2,2,2,53.1,51.2
29-01901,25,2,6,0,6,0,N,1,2,3292.0,8191,12,9,N,6,501,N,2,2,2,2,155.3,153.60000000000002
28-01100,18,2,6,0,2,N,N,3,0,3292.0,N,N,5,10.0,0,N,N,2,2,2,2,53.1,51.2
