,AGEP_x,DEAR_x,DENSITY_x,DEYE_x,DPHY_x,DREM_x,DVET_x,EDU,HISP,HOUSING_TYPE_x,INDP_x,INDP_CAT,MSP,NOC_x,NPF_x,OWN_RENT,PINCP_x,PINCP_DECILE_x,POVPIP_x,PUMA,PWGTP_x,RAC1P,SEX,WGTP_x,AGEP_y,DEAR_y,DENSITY_y,DEYE_y,DPHY_y,DREM_y,DVET_y,HOUSING_TYPE_y,INDP_y,NOC_y,NPF_y,PINCP_y,PINCP_DECILE_y,POVPIP_y,PWGTP_y,WGTP_y,percent_match
36,75,2,7,2,1,2,N,8,0,1,4971,6,3,0,3,1,11000.0,2,427,19-01700,121,1,2,117,54,2,7,2,1,2,N,1,5370,1,4,2300.0,1,330,109,166,43.75
37,52,2,12,2,2,2,N,3,0,1,8660,14,1,0,3,2,12000.0,3,291,06-07502,69,6,2,52,61,1,12,2,2,2,N,1,8680,0,5,28000.0,5,297,53,42,43.75
38,70,2,7,2,2,2,N,11,0,1,8990,15,4,0,N,1,35100.0,5,288,08-00803,48,1,2,47,70,2,7,2,2,2,N,1,8990,0,N,35100.0,5,291,44,43,81.25
39,32,2,12,2,2,2,N,7,0,1,7970,12,6,0,N,1,37800.0,5,235,06-07502,142,1,2,143,33,2,12,2,2,2,N,1,8080,0,N,140000.0,9,501,75,59,56.25
40,61,2,10,2,2,2,N,11,0,1,9170,15,1,0,2,1,100000.0,8,501,51-51255,68,1,2,55,63,2,10,2,2,2,N,1,9170,0,2,100000.0,8,501,62,59,81.25
41,40,2,0,2,2,2,N,9,0,1,8680,14,1,3,5,2,16000.0,3,149,38-00100,189,1,2,227,33,2,0,2,2,2,N,1,8680,2,4,0.0,0,501,85,85,50.0
42,34,2,7,2,2,2,N,4,0,1,5391,6,6,0,2,1,0.0,0,83,19-01700,73,2,2,74,17,2,7,2,2,2,N,1,5170,2,4,1000.0,1,300,37,51,43.75
43,30,2,0,2,2,2,N,8,0,1,7690,10,4,0,N,1,28000.0,6,303,38-00100,691,1,2,960,60,2,0,2,2,2,N,1,7590,0,N,30150.0,4,228,36,36,56.25
44,36,2,11,2,1,2,N,7,0,1,7080,9,6,0,N,2,18300.0,3,139,17-03529,118,2,2,91,56,2,11,2,2,2,N,1,7071,0,N,18100.0,3,137,54,54,56.25
45,34,2,7,2,2,2,N,9,0,1,7390,10,1,2,4,2,600.0,1,501,06-08507,65,1,2,63,36,2,7,2,2,2,N,1,7390,2,4,600.0,1,501,93,93,81.25
46,31,2,12,2,2,2,N,11,0,1,7490,10,6,0,N,2,237000.0,9,501,06-07502,76,6,2,77,31,2,12,2,2,2,N,1,7490,0,N,95050.0,8,501,57,58,75.0
47,57,2,0,2,2,2,N,8,0,1,8590,14,1,0,2,1,16000.0,3,501,40-00200,58,3,2,59,60,2,0,2,2,2,N,1,8590,0,2,30000.0,6,185,151,104,62.5
48,76,2,7,2,2,2,N,7,0,1,7870,11,4,0,3,1,63500.0,7,341,08-00803,48,1,2,49,69,2,7,2,2,2,N,1,7870,0,N,29450.0,4,244,42,41,56.25
49,41,2,10,2,2,2,N,9,4,1,8680,14,1,3,5,2,15000.0,4,230,51-51255,66,1,2,184,41,2,10,2,2,2,N,1,8680,3,5,15000.0,3,230,57,66,81.25
50,33,2,13,2,2,2,N,5,0,1,6970,9,6,0,2,2,34300.0,5,428,36-04010,172,2,2,171,33,2,13,2,2,2,N,1,6970,0,2,34300.0,5,428,172,173,93.75
51,59,2,11,2,1,2,N,4,0,1,N,N,5,0,N,2,9300.0,2,70,17-03529,37,2,2,35,63,1,11,2,2,2,N,1,N,0,N,9300.0,2,70,57,57,68.75
52,20,2,9,2,2,2,N,5,0,2,7580,10,6,N,N,0,2900.0,1,N,32-00405,109,1,2,0,26,2,9,2,2,1,N,3,7380,N,N,0.0,0,0,84,0,50.0
53,42,2,12,2,2,2,N,10,4,1,7460,10,1,1,3,1,65000.0,7,501,06-07502,158,1,2,159,48,2,12,2,2,2,N,1,7780,2,4,1500.0,1,501,149,149,50.0
54,21,2,7,2,2,2,N,1,0,1,8270,12,6,0,N,1,20000.0,5,152,28-01100,28,2,2,29,21,2,7,2,2,2,N,1,8270,0,N,20000.0,5,152,28,40,93.75
55,68,2,9,2,2,2,N,8,0,1,N,N,4,0,N,2,187800.0,9,501,32-00405,49,1,2,49,58,2,9,2,1,2,N,1,N,0,N,108800.0,9,501,34,34,68.75
56,93,2,9,2,1,2,N,7,0,1,N,N,4,0,N,2,11900.0,2,98,32-00405,54,2,2,53,76,2,9,1,1,2,N,1,N,0,N,12400.0,2,102,96,96,62.5
57,35,2,0,2,2,2,N,5,0,1,8290,12,6,1,2,1,2900.0,1,16,30-00600,212,3,2,212,35,2,0,2,2,2,N,1,8290,1,2,2900.0,1,16,45,44,87.5
58,25,2,13,2,2,2,N,4,0,2,N,N,6,N,N,0,0.0,0,N,36-04010,90,2,2,0,52,2,13,2,2,1,N,2,N,N,N,4300.0,1,N,96,0,68.75
59,41,2,11,2,2,2,N,4,0,1,8980,15,2,0,N,1,60000.0,7,501,17-03529,45,1,2,27,47,2,11,2,2,2,N,1,8980,0,N,17000.0,3,130,183,183,62.5
60,36,2,10,2,2,2,N,7,0,1,6070,7,6,0,N,1,160000.0,9,501,51-51255,119,1,2,119,66,1,10,2,2,2,N,1,6170,1,4,40000.0,5,501,102,59,43.75
61,87,1,8,2,1,2,N,5,0,2,N,N,3,N,N,0,30000.0,5,N,26-02702,87,1,2,0,88,2,8,2,2,2,N,3,N,N,N,30000.0,5,247,19,0,62.5
62,67,2,8,2,2,2,N,12,0,1,7870,11,4,0,N,1,50000.0,7,411,29-01901,90,2,2,90,68,2,8,2,2,2,N,1,7870,0,N,50000.0,7,411,51,52,81.25
63,27,2,13,2,2,2,N,9,0,1,5190,6,6,0,N,2,49000.0,6,374,36-04010,62,1,2,61,27,2,13,2,2,2,N,1,5190,0,N,49000.0,6,374,73,73,87.5
64,62,2,7,2,2,2,N,5,0,1,7860,11,1,0,2,1,15300.0,3,466,08-00803,89,1,2,91,61,2,7,2,1,2,N,1,7860,0,2,15300.0,3,466,89,91,87.5
65,89,1,0,2,1,2,N,7,0,1,N,N,4,0,N,2,75500.0,8,501,38-00100,57,1,2,72,89,2,0,2,2,2,N,1,N,0,N,37200.0,5,304,74,73,56.25
66,24,2,0,2,2,2,N,9,0,1,5070,6,6,0,N,2,15000.0,3,113,38-00100,82,1,2,82,24,2,0,2,2,2,N,1,5070,0,N,15000.0,3,113,72,73,87.5
67,45,2,7,2,2,2,N,4,0,1,N,N,1,0,2,1,10800.0,2,258,19-01700,78,1,2,78,88,2,7,2,1,1,N,1,N,0,2,11600.0,2,197,91,87,56.25
68,54,2,13,2,2,2,N,8,0,1,8191,12,6,1,3,1,32000.0,5,204,36-04010,71,2,2,59,27,2,13,2,2,2,N,1,7970,0,3,28600.0,4,365,59,51,50.0
69,45,2,13,2,2,2,N,5,1,1,8370,13,1,2,4,2,10000.0,2,135,36-03710,341,8,2,487,41,2,13,2,2,2,N,1,8370,2,4,10000.0,2,135,341,487,93.75
70,34,2,0,2,2,2,N,11,0,1,8191,12,1,2,4,2,22100.0,4,501,30-00600,120,1,2,84,28,2,0,2,2,2,N,1,8070,0,4,132000.0,9,501,120,70,62.5
71,68,2,7,2,2,2,N,5,0,1,7390,10,1,0,2,2,32000.0,5,412,13-04600,50,2,2,25,48,2,7,2,2,2,N,1,7580,0,5,390.0,1,63,182,181,50.0
72,30,2,8,2,2,2,N,10,0,1,9490,16,1,1,3,2,58000.0,7,454,26-02702,107,1,2,100,24,2,8,2,2,2,N,1,9470,0,2,45000.0,6,267,70,69,43.75
73,66,2,10,2,2,2,N,9,0,1,7860,11,3,0,N,2,50000.0,6,407,51-51255,265,2,2,265,65,2,10,2,2,2,N,1,7860,0,N,50000.0,6,415,265,265,87.5
74,65,2,0,2,2,2,N,5,0,1,1180,4,3,0,N,1,56900.0,8,443,30-00600,30,1,2,31,65,2,0,2,2,2,N,1,1180,0,N,56900.0,7,471,14,15,75.0
75,20,2,0,2,2,2,N,5,0,1,5391,6,6,0,2,1,15000.0,3,173,40-00200,49,3,2,42,22,2,0,2,2,2,N,1,5391,0,6,16000.0,4,261,93,56,56.25
76,31,2,7,2,2,2,N,9,0,1,8470,13,1,0,2,2,14000.0,3,218,06-08507,81,6,2,76,31,2,7,2,2,2,N,1,8470,0,2,14000.0,3,501,54,63,81.25
77,53,2,13,2,2,2,N,7,2,1,1670,4,6,0,N,2,930.0,1,7,36-03710,79,1,2,64,51,2,13,2,2,2,N,1,1670,0,N,930.0,1,7,76,76,81.25
78,41,2,13,2,2,2,N,9,0,1,7860,11,2,0,3,2,67000.0,7,329,36-04010,215,9,2,79,44,2,13,2,2,2,N,1,7860,1,3,70000.0,7,489,177,177,62.5
79,40,2,12,2,2,2,N,10,0,1,8660,14,1,2,4,2,0.0,0,187,06-07502,76,1,2,79,40,2,12,2,2,2,N,1,8564,2,4,10000.0,2,501,79,84,62.5
80,47,2,10,2,2,2,N,11,0,1,N,N,1,0,2,1,0.0,0,501,51-51255,79,6,2,27,74,2,10,2,1,1,N,1,N,0,2,77200.0,7,501,102,79,56.25
81,67,2,7,2,2,2,N,7,0,1,8680,14,1,0,2,1,25000.0,4,399,19-01700,51,1,2,50,67,2,7,2,2,2,N,1,8680,0,2,29900.0,5,501,125,124,68.75
82,37,2,10,2,2,2,N,10,4,1,8090,12,6,0,N,2,70000.0,7,344,51-51255,107,1,2,97,38,2,10,2,2,2,N,1,8090,0,N,3000.0,1,22,93,71,62.5
83,74,2,10,2,1,2,N,7,0,2,N,N,6,N,N,0,0.0,0,N,51-51255,11,1,2,0,86,2,10,2,1,2,N,2,N,N,N,0.0,0,N,19,0,87.5
84,56,2,11,2,2,2,N,6,0,1,N,N,1,0,3,1,0.0,0,310,17-03529,60,2,2,58,56,2,11,2,2,2,N,1,N,0,3,0.0,0,310,60,57,93.75
85,53,2,7,1,2,2,N,6,0,1,8980,15,6,0,N,2,49900.0,7,381,01-01301,517,2,2,445,63,2,7,2,2,2,N,1,9160,0,N,19400.0,4,146,59,59,50.0
86,5,2,7,2,2,2,N,1,0,1,N,N,N,0,4,2,N,N,255,01-01301,368,2,2,375,3,2,7,2,N,N,N,1,N,4,5,N,N,238,379,335,50.0
87,33,2,9,2,2,2,N,5,1,1,8660,14,6,1,2,2,15000.0,3,423,32-00405,82,1,2,84,38,2,9,2,2,2,N,1,8660,1,2,19000.0,3,109,80,80,68.75
88,11,2,10,2,2,2,N,3,0,1,N,N,N,2,3,1,N,N,501,51-51255,68,2,2,33,12,2,10,2,2,2,N,1,N,2,4,N,N,501,87,49,75.0
89,48,2,8,2,2,2,N,9,0,1,7890,11,6,0,3,1,98700.0,8,501,24-01004,37,1,2,37,28,2,8,2,2,2,N,1,7860,0,N,48000.0,5,365,56,56,50.0
90,19,2,11,2,2,2,N,5,0,3,7870,11,6,N,N,0,2000.0,1,N,17-03529,113,2,2,0,21,2,11,2,2,2,N,3,7870,N,N,3000.0,1,N,40,0,81.25
91,31,2,0,2,2,2,N,9,0,1,8090,12,1,2,4,2,16000.0,3,501,40-00200,683,1,2,389,52,2,0,2,2,2,N,1,8270,0,3,41000.0,7,226,43,43,43.75
92,63,2,7,2,2,2,N,6,0,1,N,N,6,0,N,2,10000.0,2,76,28-01100,60,1,2,60,41,2,7,2,2,2,N,1,N,0,2,11900.0,3,98,156,155,56.25
93,22,2,13,2,2,2,N,8,0,1,9920,18,6,1,2,2,0.0,0,45,36-03710,126,2,2,132,33,2,13,2,2,2,N,1,9920,1,2,0.0,0,0,129,129,75.0
94,46,2,13,2,2,2,N,9,4,1,5470,6,4,0,N,2,26000.0,4,203,36-03710,191,8,2,189,48,2,13,2,2,2,N,1,5470,0,N,20000.0,4,152,90,117,68.75
95,28,2,8,2,2,2,N,10,0,1,9480,16,6,0,N,2,58000.0,6,442,24-01004,63,2,2,63,29,2,8,2,2,2,N,1,9480,0,N,58000.0,6,442,76,75,81.25
96,46,2,13,2,2,2,N,1,1,1,N,N,1,0,4,2,0.0,0,405,36-03710,77,8,2,71,55,2,13,2,1,2,N,1,N,0,4,0.0,0,405,144,192,75.0
97,59,2,7,2,2,2,N,7,0,1,9570,16,1,0,3,1,24000.0,4,276,19-01700,122,1,2,120,34,2,7,2,2,2,N,1,9370,3,5,0.0,0,0,58,58,43.75
98,60,2,8,2,2,2,N,10,0,1,8090,12,3,0,N,1,140000.0,9,501,24-01004,45,1,2,45,74,2,8,2,2,2,N,1,8080,0,N,137000.0,9,501,13,12,68.75
99,31,2,11,2,2,2,N,11,0,1,7380,10,6,0,N,1,80000.0,8,501,17-03529,60,2,2,51,30,2,11,2,2,2,N,1,7380,0,N,144000.0,9,501,81,80,68.75
100,57,2,7,2,2,2,N,5,0,1,7570,10,2,0,N,2,13000.0,2,74,19-01700,386,1,2,387,44,2,7,2,2,2,N,1,7480,0,2,35000.0,5,209,79,79,50.0
101,38,2,13,2,2,2,N,5,4,1,8660,14,4,0,N,2,25200.0,4,190,36-03710,107,1,2,122,53,2,13,2,2,2,N,1,8660,0,N,12000.0,3,90,48,48,62.5
102,66,2,13,2,2,2,N,5,2,1,8170,12,4,0,3,2,12100.0,3,244,36-03710,95,8,2,94,66,2,13,2,1,2,N,1,8170,0,3,9300.0,2,93,69,69,62.5
103,16,2,13,2,2,2,N,4,0,1,8680,14,6,3,5,2,6100.0,1,63,36-04010,96,2,2,90,16,2,13,2,2,2,N,1,8680,3,5,1000.0,1,230,66,74,75.0
104,32,2,8,2,2,2,N,9,0,1,7280,10,2,0,N,1,50000.0,6,379,24-01004,51,6,2,46,55,2,8,2,2,2,N,1,7280,0,N,50000.0,6,380,55,55,75.0
105,19,2,7,2,2,2,N,7,0,1,7181,9,6,0,3,2,20700.0,4,149,19-01700,759,2,2,434,27,2,7,2,2,2,N,1,6992,2,3,13300.0,2,64,759,759,56.25
106,30,2,11,2,2,2,N,7,0,1,8680,14,6,0,N,1,19000.0,3,152,17-03529,178,2,2,178,33,2,11,2,2,2,N,1,8680,0,N,9900.0,2,74,178,178,75.0
107,75,2,13,2,2,2,N,3,0,1,N,N,1,0,3,2,6160.0,2,101,36-04010,180,2,2,183,65,2,13,2,2,2,N,1,N,0,2,0.0,0,152,165,165,56.25
108,93,2,9,2,1,2,N,5,0,1,N,N,4,0,N,2,26000.0,4,211,32-00405,72,2,2,72,49,2,9,2,2,2,N,1,N,0,N,9200.0,2,69,39,39,56.25
109,78,2,11,2,2,2,N,5,0,1,8370,13,4,0,2,1,65000.0,7,501,17-03529,42,2,2,42,78,2,11,2,2,2,N,1,8370,0,3,40300.0,6,501,42,42,81.25
110,41,2,10,2,2,2,N,9,4,1,1990,4,5,1,2,2,28800.0,4,170,51-51255,122,1,2,127,41,2,10,2,2,2,N,1,1990,1,2,28800.0,4,164,122,121,87.5
111,7,2,7,2,2,2,N,3,0,1,N,N,N,2,5,1,N,N,501,13-04600,54,6,2,57,9,2,7,2,2,2,N,1,N,2,9,N,N,199,28,32,68.75
112,71,2,13,2,2,2,N,9,4,1,N,N,1,0,2,2,32300.0,5,350,36-03710,103,1,2,133,57,2,13,2,2,2,N,1,N,0,2,0.0,0,137,190,237,62.5
113,60,2,7,2,2,2,N,6,0,1,4590,5,1,0,2,1,16400.0,3,349,01-01301,439,1,2,439,60,2,7,2,1,2,N,1,4590,0,2,0.0,0,49,205,209,62.5
114,69,2,7,1,1,2,N,9,0,1,N,N,3,0,N,2,12900.0,3,99,13-04600,44,2,2,44,68,2,7,2,2,2,N,1,N,0,N,39200.0,6,324,27,28,50.0
115,43,2,8,2,2,2,N,10,1,1,6890,9,1,2,5,2,352000.0,9,501,24-01004,119,1,2,119,44,2,8,2,2,2,N,1,6890,2,4,80000.0,7,466,119,119,68.75
116,24,2,9,2,2,2,N,5,0,1,8270,12,6,0,N,2,13500.0,3,110,32-00405,133,2,2,133,24,2,9,2,2,2,N,1,8270,0,N,12900.0,3,98,133,133,87.5
117,74,2,8,2,2,2,N,7,0,1,7860,11,3,0,2,1,130000.0,8,501,24-01004,70,8,2,71,74,2,8,2,2,2,N,1,7860,0,2,86200.0,7,501,107,107,75.0
118,32,2,13,2,2,2,N,8,0,1,8180,12,6,0,N,2,71000.0,7,501,36-03710,60,1,2,95,32,2,13,2,2,2,N,1,8180,0,N,66000.0,7,501,60,60,87.5
119,38,2,8,2,2,2,N,11,0,1,9170,15,1,1,3,2,76350.0,7,501,24-01004,109,1,2,164,38,2,8,2,2,2,N,1,9170,1,3,120000.0,8,501,63,62,75.0
120,64,2,7,2,2,2,N,7,0,1,6680,8,1,0,2,2,41500.0,7,316,28-01100,47,2,2,58,64,2,7,2,2,2,N,1,6680,0,2,41500.0,7,316,73,73,87.5
121,26,2,7,2,2,2,N,9,1,1,7270,10,6,0,4,2,23000.0,4,297,06-08507,105,8,2,104,26,2,7,2,2,2,N,1,7270,0,4,35000.0,5,501,62,82,68.75
122,65,2,10,2,2,2,N,9,0,1,8090,12,4,0,N,2,13600.0,3,112,51-51255,61,1,2,49,66,2,10,2,2,2,N,1,8191,0,N,14000.0,3,115,57,57,62.5
123,75,2,13,2,2,2,N,5,0,1,8470,13,1,0,2,1,34600.0,5,382,36-04010,40,1,2,40,75,2,13,2,2,2,N,1,8470,0,2,41000.0,6,383,40,40,81.25
124,27,2,8,2,2,2,N,10,0,1,7870,11,6,0,N,2,10000.0,2,75,26-02702,152,2,2,152,26,2,8,2,2,2,N,1,7870,0,N,10000.0,2,75,196,183,81.25
125,48,2,11,2,2,2,N,8,0,1,6870,9,3,0,N,2,23000.0,4,174,17-03529,130,2,2,129,83,2,11,2,2,2,N,1,6991,0,N,17300.0,3,141,56,55,56.25
126,49,2,12,2,2,2,N,3,0,1,9370,16,1,1,3,2,26400.0,4,117,06-07502,97,6,2,152,49,2,12,2,2,2,N,1,9370,1,3,12000.0,3,325,77,77,68.75
127,60,2,7,2,2,2,N,9,0,1,6870,9,4,0,2,1,93000.0,9,501,28-01100,52,1,2,52,60,2,7,2,2,2,N,1,7072,0,2,90200.0,9,501,52,52,87.5
128,63,2,7,2,1,2,N,6,0,1,7870,11,3,0,N,2,40900.0,6,309,13-04600,93,2,2,94,63,2,7,2,1,2,N,1,7870,0,N,40900.0,6,309,179,179,87.5
129,66,2,10,2,2,2,N,12,0,1,7460,10,1,0,2,2,58000.0,6,450,51-51255,265,1,2,265,64,2,10,2,2,2,N,1,7460,0,2,151500.0,9,501,76,76,62.5
130,94,1,0,2,1,2,N,7,0,2,N,N,3,N,N,0,16100.0,3,N,40-00200,39,1,2,0,68,2,0,2,1,1,N,3,N,N,N,5200.0,2,42,17,0,50.0
131,42,2,7,2,2,2,N,7,0,1,8470,13,6,3,5,2,9300.0,2,49,28-01100,177,2,2,177,30,2,7,2,2,2,N,1,8470,1,2,21000.0,5,120,275,275,50.0
132,68,2,0,2,2,2,N,7,0,1,5090,6,4,0,N,1,40000.0,6,331,30-00600,90,1,2,90,68,2,0,2,2,2,N,1,5090,0,N,40000.0,6,331,46,46,87.5
133,82,2,13,2,2,2,N,4,4,1,N,N,3,0,N,2,5100.0,2,48,36-03710,199,8,2,199,69,2,13,2,2,2,N,1,N,0,2,7200.0,2,72,328,517,62.5
134,69,2,9,2,2,2,N,9,0,1,N,N,3,0,N,1,249000.0,9,501,32-00405,43,1,2,44,93,1,9,2,1,1,N,1,N,0,3,40000.0,6,429,35,35,37.5
135,23,2,10,2,2,2,N,9,3,1,6890,9,6,0,N,2,2500.0,1,19,51-51255,43,1,2,42,23,2,10,2,2,2,N,1,6890,0,N,55000.0,6,415,194,48,68.75
136,36,2,0,2,2,2,N,9,0,1,5790,6,1,2,4,1,81000.0,8,501,38-00100,138,3,2,131,47,2,0,2,2,2,N,1,5790,0,4,0.0,0,399,22,26,56.25
137,27,2,7,2,2,2,N,10,0,1,6090,7,6,0,N,2,36500.0,5,279,08-00803,445,1,2,505,27,2,7,2,2,2,N,1,6090,0,N,30000.0,4,226,349,315,68.75
138,64,2,9,2,1,2,N,7,0,1,N,N,5,0,N,2,9200.0,2,70,32-00405,54,2,2,55,66,2,9,2,1,2,N,1,N,0,N,6200.0,2,51,92,92,68.75
