PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,HOUSING_TYPE,OWN_RENT,DENSITY,INDP,INDP_CAT,EDU,PINCP,PINCP_DECILE,POVPIP,DVET,DREM,DPHY,DEYE,DEAR,PWGTP,WGTP
51-51255,57,2,4,0,1,1,3,1,2,11224.3,7690,10,7,24900.0,4,161,N,2,2,2,2,401,367
51-01301,59,2,6,0,1,0,N,1,1,11162.8,7380,10,10,180400.0,9,501,N,2,2,2,2,78,78
19-01700,72,2,1,0,1,1,4,1,1,3572.3,N,N,9,263600.0,9,501,N,2,2,2,2,119,119
06-08507,45,2,1,0,1,2,4,1,1,3305.1,7390,10,12,100000.0,8,488,N,2,2,2,2,106,96
08-00803,21,2,6,0,1,0,N,1,2,3393.2,7470,10,7,11000.0,2,83,N,2,2,2,2,129,100
17-03529,58,2,6,0,1,0,N,1,2,15097.5,7870,11,12,54500.0,7,416,N,2,2,2,2,122,124
24-01004,16,2,6,0,1,3,5,1,1,4187.9,1190,4,4,1000.0,1,231,N,2,2,2,2,124,128
06-08507,60,2,2,0,6,2,4,1,1,3305.1,3390,4,10,200000.0,9,501,N,2,2,2,2,131,129
17-03529,61,2,5,0,2,0,2,1,2,15097.5,8470,13,5,25000.0,4,145,N,2,2,2,2,99,100
24-01004,49,2,5,0,1,0,3,1,2,4187.9,7860,11,5,37500.0,5,210,N,2,1,2,2,47,46
17-03529,69,2,4,0,2,0,N,1,1,15097.5,7870,11,10,238000.0,9,501,N,2,2,2,2,301,301
36-03710,25,2,6,2,8,0,6,1,2,52864.7,6570,8,9,23000.0,4,501,N,2,2,2,2,70,60
17-03529,70,2,6,0,2,0,N,1,1,15097.5,N,N,10,84000.0,8,501,N,2,2,2,2,55,55
38-00100,20,2,6,1,1,0,3,1,1,73.0,7970,12,7,12000.0,2,364,N,2,2,2,2,137,186
29-01901,75,2,1,0,2,0,4,1,1,5434.8,N,N,5,9000.0,2,363,N,2,2,2,2,46,62
38-00100,26,2,1,0,4,1,3,1,1,73.0,5190,6,9,30000.0,4,501,N,2,2,2,1,151,153
24-01004,63,2,1,0,1,0,2,1,1,4187.9,7890,11,10,90000.0,8,501,N,2,2,2,2,73,74
08-00803,31,2,1,0,1,0,2,1,2,3393.2,8980,15,7,45000.0,6,261,N,2,2,2,2,109,103
51-51255,6,2,N,0,1,3,5,1,1,11224.3,N,N,2,N,N,501,N,2,2,2,2,69,64
38-00100,42,2,1,0,1,2,4,1,1,73.0,6870,9,9,50000.0,6,448,N,2,2,2,2,213,222
51-01301,45,2,4,0,2,2,5,1,2,11162.8,6670,8,7,26500.0,4,144,N,2,2,2,2,211,211
28-01100,60,2,6,0,2,0,N,1,2,2674.3,N,N,4,9000.0,2,70,N,2,2,2,2,164,172
32-00405,27,2,6,0,2,N,N,2,0,7990.5,1990,4,3,45000.0,7,N,N,2,2,2,2,109,0
36-04010,75,2,4,0,2,0,N,1,2,50441.6,N,N,6,27400.0,4,229,N,2,2,2,2,79,92
28-01100,27,2,1,0,1,0,2,1,1,2674.3,8090,12,8,43000.0,7,501,N,2,2,2,2,48,47
30-00600,55,2,1,0,1,0,2,1,1,16.3,170,0,7,10000.0,2,501,N,2,2,2,2,33,30
24-01004,64,2,1,0,1,0,2,1,1,4187.9,7270,10,11,452400.0,9,501,N,2,2,2,2,62,52
01-01301,55,2,1,0,2,0,3,1,1,2731.2,8680,14,8,39510.0,6,501,N,2,2,2,2,45,45
28-01100,8,2,N,0,2,0,6,1,1,2674.3,N,N,3,N,N,357,N,2,2,2,2,148,123
08-00803,41,2,1,0,1,2,4,1,1,3393.2,8590,14,10,6000.0,2,501,N,2,2,2,2,63,63
30-00600,19,2,6,0,1,2,5,1,1,16.3,5370,6,5,8000.0,2,54,N,2,2,2,2,147,70
40-00200,46,2,1,0,1,2,4,1,1,90.7,7860,11,9,45000.0,7,501,N,2,2,2,2,78,78
24-01004,82,2,1,4,1,0,2,1,1,4187.9,8191,12,12,56800.0,7,501,N,2,2,2,2,72,71
19-01700,50,2,1,0,1,0,2,1,1,3572.3,7970,12,7,66200.0,9,501,N,2,2,2,2,93,90
40-00200,42,2,6,0,9,1,4,1,1,90.7,7860,11,9,39000.0,7,501,N,2,2,2,2,92,76
38-00100,15,2,6,0,1,3,4,1,1,73.0,N,N,4,500.0,0,117,N,2,2,2,2,58,86
06-08507,62,2,1,0,6,0,2,1,1,3305.1,7280,10,10,139990.0,9,501,N,2,2,2,2,113,105
24-01004,38,2,1,0,1,1,3,1,1,4187.9,N,N,4,15000.0,3,501,N,2,2,2,2,10,10
51-51255,68,2,6,0,1,0,N,1,1,11224.3,N,N,9,9600.0,2,79,N,2,2,2,2,33,33
08-00803,60,2,1,0,1,0,2,1,1,3393.2,7890,11,10,72000.0,7,501,N,2,2,2,2,44,44
13-04600,69,2,3,0,2,0,5,1,2,3670.4,8191,12,7,70400.0,7,501,N,2,2,2,2,104,100
36-04010,53,2,5,0,2,2,4,1,2,50441.6,7670,10,7,26500.0,4,130,N,2,2,2,2,88,116
24-01004,70,2,1,0,1,0,2,1,1,4187.9,7870,11,12,46100.0,5,501,N,2,2,2,2,45,45
36-03710,37,2,6,2,8,0,3,1,2,52864.7,N,N,4,0.0,0,122,N,2,2,2,2,243,262
36-03710,40,2,6,0,2,1,3,1,2,52864.7,7690,10,9,42000.0,6,265,N,2,2,2,2,145,88
06-08507,18,2,6,0,6,1,4,1,1,3305.1,N,N,7,30.0,0,501,N,2,2,2,2,51,51
28-01100,30,2,6,0,2,0,N,1,2,2674.3,8680,14,5,42000.0,6,321,N,2,2,2,2,93,95
08-00803,43,2,1,0,1,3,6,1,1,3393.2,8090,12,11,99000.0,8,319,N,2,2,2,2,45,44
30-00600,73,2,3,0,1,0,2,1,1,16.3,180,0,7,40000.0,6,501,N,2,2,2,2,80,78
30-00600,61,2,1,0,1,0,3,1,1,16.3,7860,11,9,35000.0,6,493,N,2,2,2,2,26,48
30-00600,40,2,1,0,1,2,4,1,1,16.3,5391,6,9,2000.0,1,116,N,2,2,2,2,14,25
24-01004,51,2,4,0,6,0,N,1,1,4187.9,5070,6,8,71000.0,8,501,N,2,2,2,2,107,107
19-01700,67,2,1,0,1,0,2,1,1,3572.3,N,N,9,23340.0,4,501,N,2,2,1,1,168,140
36-04010,32,2,6,0,2,0,5,1,1,50441.6,8080,12,10,46000.0,6,349,N,2,2,2,2,188,197
24-01004,43,2,1,0,1,2,4,1,1,4187.9,7670,10,9,40000.0,5,501,N,2,2,2,2,20,23
06-07502,7,2,N,0,9,1,2,1,2,33632.6,N,N,2,N,N,501,N,2,2,2,2,347,356
29-01901,69,2,3,0,2,0,6,1,2,5434.8,7870,11,9,22600.0,4,501,N,2,2,2,2,73,73
08-00803,6,2,N,0,1,3,5,1,1,3393.2,N,N,2,N,N,501,N,2,2,2,2,95,90
24-01004,5,2,N,0,1,3,5,1,1,4187.9,N,N,2,N,N,501,N,2,2,2,2,62,68
38-00100,65,2,1,0,1,0,2,1,1,73.0,8270,12,5,17000.0,3,187,N,2,2,2,2,76,75
29-01901,74,2,1,0,2,0,3,1,1,5434.8,N,N,5,2100.0,1,117,N,2,2,2,2,64,87
19-01700,47,2,6,0,1,0,4,1,1,3572.3,6992,9,8,45000.0,6,437,N,2,2,2,2,108,110
30-00600,67,2,1,0,1,0,3,1,1,16.3,4971,6,8,11400.0,2,501,N,2,2,2,2,85,82
19-01700,24,2,6,0,1,0,N,1,1,3572.3,6670,8,9,24000.0,4,183,N,2,2,2,2,125,120
24-01004,79,2,6,0,6,0,N,1,1,4187.9,5381,6,8,60000.0,6,496,N,2,2,2,2,37,37
17-03529,24,2,6,0,6,0,N,1,1,15097.5,7390,10,9,24000.0,4,181,N,2,2,2,2,105,54
06-08507,69,2,1,0,6,0,2,1,1,3305.1,N,N,7,19500.0,5,501,N,2,2,2,2,61,63
19-01700,50,2,1,0,1,0,2,1,1,3572.3,6991,9,7,68000.0,8,501,N,2,1,2,2,182,160
24-01004,95,2,3,0,1,0,N,1,1,4187.9,N,N,9,96500.0,8,501,N,2,1,2,1,17,17
17-03531,46,2,6,0,2,0,3,1,2,11171.6,N,N,4,10700.0,2,103,N,2,2,2,2,78,78
36-03710,24,2,6,0,2,N,N,2,0,52864.7,N,N,4,0.0,0,N,N,2,2,2,2,67,0
38-00100,15,2,6,0,1,3,4,1,1,73.0,N,N,3,7600.0,2,117,N,2,2,2,2,18,33
06-08507,45,2,1,0,6,2,6,1,1,3305.1,3365,4,10,150340.0,9,501,N,2,2,2,2,90,89
40-00200,34,2,1,0,1,3,7,1,1,90.7,8680,14,5,2890.0,1,24,N,2,2,2,2,56,55
13-04600,61,2,6,0,2,0,N,1,1,3670.4,6180,7,5,45000.0,6,341,N,2,2,2,2,60,60
01-01301,30,2,2,0,1,0,N,1,2,2731.2,7860,11,5,15000.0,4,83,N,2,2,2,2,269,251
30-00600,40,2,1,0,1,2,4,1,1,16.3,9380,16,6,22000.0,4,335,N,2,2,2,2,19,20
26-02702,10,2,N,0,9,4,6,1,1,4817.2,N,N,3,N,N,317,N,2,2,2,2,120,86
30-00600,63,2,1,0,1,0,2,1,1,16.3,8191,12,6,10900.0,2,179,N,2,2,2,2,16,17
29-01901,56,2,6,0,2,0,N,1,1,5434.8,9570,16,9,47000.0,7,367,N,2,2,2,2,83,60
40-00200,17,2,6,1,3,3,6,1,1,90.7,8680,14,4,5000.0,1,105,N,2,2,2,2,56,55
30-00600,86,2,3,0,1,0,N,1,1,16.3,N,N,1,16000.0,3,130,N,2,2,2,2,48,35
06-07502,57,2,1,0,1,0,3,1,1,33632.6,9380,16,5,22000.0,4,501,N,2,2,2,2,175,126
06-08507,76,2,2,0,6,1,4,1,1,3305.1,N,N,9,0.0,0,501,N,2,2,2,2,174,106
28-01100,28,2,2,0,2,0,9,1,2,2674.3,8680,14,4,15000.0,4,87,N,2,2,2,2,169,108
06-08507,6,2,N,0,6,2,4,1,1,3305.1,N,N,3,N,N,501,N,2,2,2,2,61,59
36-04010,74,2,4,0,2,0,2,1,1,50441.6,N,N,5,16800.0,3,406,N,2,2,2,2,43,43
36-03710,32,2,6,2,2,3,4,1,2,52864.7,N,N,5,3900.0,1,11,N,2,2,2,2,148,149
19-01700,35,2,1,0,1,1,3,1,1,3572.3,8170,12,10,80000.0,8,499,N,2,2,2,2,85,80
38-00100,9,2,N,0,1,4,6,1,2,73.0,N,N,3,N,N,384,N,2,2,2,2,219,136
38-00100,72,2,1,0,1,0,2,1,2,73.0,8090,12,5,59500.0,7,501,N,2,2,2,2,76,59
32-00405,73,2,1,0,6,0,2,1,2,7990.5,N,N,7,0.0,0,122,N,2,2,2,2,166,179
29-01901,22,2,6,0,9,0,N,1,2,5434.8,6970,9,9,0.0,0,0,N,2,2,2,2,153,153
01-01301,83,2,3,0,2,0,2,1,1,2731.2,N,N,7,31200.0,6,361,N,2,1,2,2,70,70
24-01004,9,2,N,0,1,3,4,1,1,4187.9,N,N,3,N,N,501,N,2,2,2,2,53,55
26-02702,79,2,3,0,1,0,N,1,1,4817.2,N,N,10,86520.0,9,501,N,2,2,1,2,138,139
29-01901,75,2,4,0,1,0,N,1,2,5434.8,5790,6,9,78250.0,8,501,N,2,2,2,2,64,61
17-03531,49,2,6,0,2,0,3,1,2,11171.6,7580,10,8,25000.0,4,149,N,2,2,2,2,37,35
08-00803,21,2,6,0,1,0,N,1,2,3393.2,8680,14,9,0.0,0,0,N,2,2,2,2,107,224
24-01004,57,2,6,0,1,0,N,1,2,4187.9,9480,16,11,253900.0,9,501,N,2,2,2,2,91,90
19-01700,44,2,1,0,9,2,4,1,1,3572.3,7860,11,10,29000.0,5,332,N,2,2,2,2,137,158
06-08507,23,2,6,0,7,0,4,1,1,3305.1,N,N,9,0.0,0,501,N,2,2,2,2,164,99
38-00100,32,2,1,0,1,2,4,1,1,73.0,8470,13,6,24000.0,4,501,N,2,2,2,2,14,25
36-03710,15,2,6,0,2,2,8,1,1,52864.7,N,N,3,0.0,0,232,N,2,2,2,2,253,83
36-04010,8,2,N,0,2,2,4,1,1,50441.6,N,N,3,N,N,263,N,2,2,2,2,187,189
24-01004,88,2,1,0,1,0,3,1,1,4187.9,N,N,7,278800.0,9,501,N,2,2,2,2,45,43
30-00600,61,2,1,0,3,0,4,1,1,16.3,9370,16,7,48700.0,6,501,N,2,2,2,2,3,14
06-07502,74,2,1,0,1,0,2,1,1,33632.6,N,N,9,4000.0,2,501,N,2,2,2,2,131,129
38-00100,11,2,N,0,1,0,N,1,1,73.0,N,N,3,N,N,N,N,2,2,2,2,22,22
38-00100,25,2,6,0,1,0,N,1,2,73.0,4980,6,5,30000.0,4,228,N,2,2,2,2,128,122
40-00200,67,2,1,0,1,0,2,1,1,90.7,N,N,7,7200.0,2,247,N,2,1,2,2,131,65
26-02702,12,2,N,0,1,2,3,1,1,4817.2,N,N,3,N,N,501,N,2,2,2,2,75,98
17-03529,47,2,6,0,2,0,N,1,2,15097.5,8370,13,10,53000.0,7,401,N,2,2,2,2,83,84
32-00405,60,2,1,1,8,0,4,1,1,7990.5,N,N,3,0.0,0,261,N,2,2,1,2,221,166
24-01004,53,2,1,0,1,3,5,1,1,4187.9,7470,10,9,2000.0,1,501,N,2,2,2,2,17,19
26-02702,30,2,1,0,1,1,3,1,1,4817.2,9490,16,10,145000.0,9,501,N,2,2,2,2,176,209
40-00200,72,2,4,0,3,0,N,1,1,90.7,N,N,7,38200.0,6,316,N,2,2,2,2,54,53
17-03531,59,2,4,0,2,0,N,1,2,11171.6,6180,7,7,80000.0,8,501,N,2,2,2,2,113,112
24-01004,11,2,N,0,6,1,3,1,1,4187.9,N,N,3,N,N,394,N,2,2,2,2,51,46
29-01901,72,2,4,0,2,0,2,1,2,5434.8,N,N,5,21700.0,4,256,N,2,2,2,2,86,86
06-07502,76,2,1,0,1,0,2,1,2,33632.6,7890,11,10,115800.0,8,501,5,2,2,2,2,28,31
38-00100,27,2,1,0,1,0,2,1,1,73.0,370,1,5,48000.0,7,501,N,2,2,2,2,9,32
51-01301,11,2,N,0,1,2,4,1,1,11162.8,N,N,3,N,N,501,N,2,2,2,2,31,30
17-03531,59,2,4,0,2,0,N,1,2,11171.6,8170,12,9,44500.0,6,320,N,2,2,2,2,55,56
24-01004,28,2,6,0,1,0,N,1,2,4187.9,6290,7,10,5000.0,1,38,N,2,2,2,2,102,105
36-04010,14,2,N,0,1,5,7,1,1,50441.6,N,N,3,N,N,501,N,2,2,2,2,116,72
29-01901,70,2,3,0,2,0,2,1,1,5434.8,1880,4,6,70000.0,8,501,N,2,2,2,2,118,118
40-00200,83,2,3,2,1,0,N,1,2,90.7,N,N,3,13200.0,2,112,N,2,1,2,2,91,105
24-01004,81,2,3,0,1,0,N,1,1,4187.9,N,N,5,19000.0,3,159,N,2,2,2,2,80,80
24-01004,76,2,5,0,1,0,N,1,1,4187.9,7390,10,9,110000.0,8,501,N,2,2,2,2,109,109
32-00405,24,2,6,1,1,2,3,1,2,7990.5,6390,7,9,32500.0,5,222,N,2,2,2,2,120,95
24-01004,18,2,6,0,1,0,4,1,1,4187.9,9170,15,5,3800.0,1,501,N,2,2,2,2,69,55
28-01100,38,2,5,0,3,0,7,1,1,2674.3,9470,16,8,24000.0,5,192,N,2,2,2,2,330,329
06-08507,83,2,1,0,1,0,2,1,1,3305.1,N,N,7,5400.0,2,439,N,2,1,2,2,117,118
17-03531,70,2,6,0,3,N,N,3,0,11171.6,N,N,5,0.0,0,0,N,2,2,2,2,7,0
06-08507,30,2,4,0,1,0,N,1,2,3305.1,3365,4,9,85000.0,8,501,N,2,2,2,2,78,78
24-01004,54,2,1,0,6,1,3,1,1,4187.9,9570,16,12,30000.0,5,457,N,2,2,2,2,135,94
51-51255,38,2,1,0,1,0,2,1,1,11224.3,6991,9,9,99000.0,8,501,N,2,2,2,2,67,66
24-01004,5,2,N,0,1,2,4,1,1,4187.9,N,N,2,N,N,68,N,2,2,2,2,60,54
01-01301,87,2,3,0,1,0,N,1,1,2731.2,N,N,5,10100.0,3,83,N,2,1,1,1,84,86
06-08507,13,2,N,0,6,2,4,1,1,3305.1,N,N,3,N,N,501,N,2,2,2,2,54,60
32-00405,79,2,3,0,1,0,2,1,1,7990.5,N,N,7,23660.0,4,180,N,2,2,2,2,68,68
30-00600,57,2,1,0,3,0,3,1,1,16.3,8680,14,5,52700.0,7,451,N,2,2,2,2,88,68
38-00100,44,2,6,0,1,0,N,1,2,73.0,8370,13,10,0.0,0,0,N,2,2,2,2,389,389
36-04010,5,2,N,0,1,3,5,1,1,50441.6,N,N,1,N,N,182,N,2,2,2,2,49,52
01-01301,84,2,3,2,1,N,N,2,0,2731.2,N,N,8,16100.0,3,N,N,2,1,2,2,105,0
30-00600,12,2,N,0,9,3,5,1,1,16.3,N,N,3,N,N,501,N,2,2,2,2,54,42
28-01100,24,2,6,0,2,0,3,1,2,2674.3,5391,6,5,11500.0,2,313,N,2,2,2,2,30,31
38-00100,67,2,1,0,1,0,2,1,1,73.0,N,N,7,24300.0,4,277,N,2,1,2,2,11,12
28-01100,63,2,6,0,1,0,N,1,1,2674.3,8470,13,9,46380.0,7,347,N,2,2,2,2,129,129
38-00100,85,2,3,0,1,0,N,1,1,73.0,N,N,6,12000.0,2,98,N,2,1,1,1,28,28
36-04010,63,2,1,0,2,0,4,1,1,50441.6,8270,12,8,50000.0,6,250,N,2,2,2,2,117,117
08-00803,12,2,N,0,6,2,4,1,1,3393.2,N,N,3,N,N,501,N,2,2,2,2,63,71
36-03710,46,2,4,0,1,0,N,1,1,52864.7,6180,7,7,167000.0,9,501,N,2,2,2,2,173,144
24-01004,15,2,6,0,1,1,3,1,1,4187.9,N,N,4,2500.0,1,501,N,2,2,2,2,79,89
40-00200,40,2,4,0,3,3,4,1,1,90.7,8680,14,9,50390.0,7,354,N,2,2,2,2,75,74
17-03529,62,2,3,0,2,0,N,1,1,15097.5,N,N,9,30600.0,5,232,N,2,1,2,2,69,55
24-01004,53,2,1,0,1,2,6,1,1,4187.9,1280,4,11,6900.0,2,62,N,2,2,2,2,30,18
17-03531,67,2,1,0,2,0,2,1,2,11171.6,7860,11,10,14000.0,3,501,N,2,2,2,2,49,49
32-00405,64,2,5,1,1,0,2,1,2,7990.5,N,N,5,11690.0,3,246,N,2,2,2,1,73,73
36-04010,52,2,1,0,6,2,7,1,1,50441.6,6370,7,7,9790.0,2,443,N,2,2,2,2,27,26
51-01301,14,2,N,0,1,2,4,1,1,11162.8,N,N,3,N,N,501,N,2,2,2,2,86,116
24-01004,49,2,1,0,1,3,5,1,1,4187.9,5170,6,9,150000.0,9,501,N,2,2,2,2,63,63
17-03529,61,2,3,0,2,0,5,1,2,15097.5,8191,12,7,80000.0,8,477,N,2,1,2,2,84,84
28-01100,9,2,N,0,2,0,3,1,1,2674.3,N,N,3,N,N,N,N,2,2,2,2,47,38
06-08507,14,2,N,0,1,1,3,1,1,3305.1,N,N,3,N,N,501,N,2,2,2,2,34,29
06-08507,48,2,1,0,6,1,3,1,1,3305.1,3390,4,9,150000.0,9,501,N,2,2,2,2,92,89
06-08507,9,2,N,0,1,2,5,1,2,3305.1,N,N,3,N,N,501,N,2,2,2,2,59,63
13-04600,8,2,N,0,2,0,4,1,1,3670.4,N,N,3,N,N,139,N,2,2,2,2,90,76
06-07502,52,2,4,0,1,2,3,1,1,33632.6,7380,10,9,330000.0,9,501,N,2,2,2,2,73,77
19-01700,13,2,N,1,1,2,3,1,2,3572.3,N,N,3,N,N,268,N,2,2,2,2,126,133
38-00100,59,2,1,0,1,0,3,1,2,73.0,8270,12,7,168000.0,9,501,N,2,2,2,2,16,33
51-51255,38,2,4,0,1,0,N,1,2,11224.3,9590,16,10,131000.0,9,501,N,2,2,2,2,64,64
17-03531,76,2,4,0,2,0,N,1,1,11171.6,1790,4,7,2700.0,1,22,N,2,1,2,2,81,80
38-00100,59,2,1,1,1,0,3,1,1,73.0,8270,12,7,190000.0,9,501,N,2,2,2,2,19,40
08-00803,82,2,3,0,1,0,N,1,1,3393.2,N,N,9,44600.0,6,369,N,2,2,2,2,156,155
36-03710,51,2,6,0,2,0,N,1,2,52864.7,N,N,7,9100.0,2,69,N,2,2,2,2,247,251
29-01901,50,2,6,0,2,1,3,1,2,5434.8,8680,14,8,500.0,1,53,N,2,2,1,2,88,89
30-00600,86,2,1,0,1,0,2,1,1,16.3,N,N,4,18400.0,3,139,N,2,1,2,2,75,73
17-03531,10,2,N,0,2,3,4,1,2,11171.6,N,N,3,N,N,231,N,2,2,2,2,195,239
06-08507,56,2,1,0,6,0,2,1,1,3305.1,3390,4,8,80000.0,8,501,N,2,2,2,2,113,105
24-01004,48,2,6,0,1,0,N,1,1,4187.9,8191,12,9,60000.0,6,453,N,2,2,2,2,36,33
13-04600,22,2,6,0,2,N,N,3,0,3670.4,N,N,7,0.0,0,N,N,2,2,2,2,22,0
51-51255,55,2,6,0,1,0,N,1,1,11224.3,9690,17,9,110000.0,8,501,N,2,2,2,2,80,80
28-01100,51,2,1,0,2,0,4,1,1,2674.3,8470,13,7,12800.0,3,72,N,2,1,2,2,47,28
08-00803,71,2,4,0,1,0,N,1,1,3393.2,9170,15,10,79700.0,9,501,N,2,2,2,2,67,67
19-01700,12,2,N,0,1,0,6,1,1,3572.3,N,N,3,N,N,180,N,2,2,2,2,123,126
36-04010,7,2,N,4,8,2,5,1,2,50441.6,N,N,3,N,N,179,N,2,2,2,2,157,197
08-00803,22,2,6,0,1,0,N,1,2,3393.2,7870,11,9,15100.0,3,114,N,2,2,2,2,37,35
19-01700,5,2,N,0,1,2,4,1,1,3572.3,N,N,2,N,N,431,N,2,2,2,2,63,137
19-01700,45,2,2,0,1,0,2,1,1,3572.3,6991,9,5,41300.0,6,501,N,2,2,2,2,63,63
24-01004,76,2,1,0,1,0,2,1,1,4187.9,7860,11,10,80000.0,7,501,N,2,2,2,2,59,59
19-01700,68,2,1,0,1,0,2,1,1,3572.3,N,N,10,74700.0,8,501,N,2,2,2,2,169,176
29-01901,67,2,4,0,2,0,2,1,2,5434.8,N,N,5,37800.0,6,328,N,2,2,2,2,77,77
24-01004,14,2,N,0,1,2,4,1,2,4187.9,N,N,3,N,N,501,N,2,2,2,2,51,51
19-01700,30,2,1,0,1,1,3,1,1,3572.3,6991,9,9,13300.0,2,501,N,2,2,2,2,64,65
36-04010,29,2,6,0,2,0,N,1,1,50441.6,7280,10,9,100000.0,8,501,N,2,2,2,2,97,101
13-04600,66,2,4,0,2,0,3,1,2,3670.4,N,N,7,10100.0,2,255,N,2,1,2,2,137,145
06-08507,53,2,1,0,1,1,3,1,1,3305.1,7390,10,12,200000.0,9,501,N,2,2,2,2,52,54
26-02702,38,2,1,0,6,0,2,1,1,4817.2,7870,11,12,82000.0,7,501,N,2,2,2,2,92,83
24-01004,57,2,1,0,1,2,4,1,1,4187.9,7460,10,9,132200.0,9,501,N,2,2,2,2,126,106
29-01901,11,2,N,0,2,2,3,1,2,5434.8,N,N,3,N,N,400,N,2,2,2,2,211,213
51-51255,43,2,1,0,1,2,4,1,1,11224.3,8470,13,9,20000.0,3,501,N,2,2,2,2,53,64
32-00405,7,2,N,1,1,3,5,1,1,7990.5,N,N,3,N,N,196,N,2,2,2,2,78,62
30-00600,6,2,N,0,3,1,3,1,2,16.3,N,N,2,N,N,489,N,2,2,2,2,72,81
51-51255,32,2,1,0,9,0,2,1,1,11224.3,9480,16,7,45000.0,6,501,N,2,2,2,2,72,101
17-03529,15,2,6,0,2,1,4,1,2,15097.5,N,N,4,0.0,0,463,N,2,2,2,2,212,143
13-04600,19,2,6,0,2,N,N,3,0,3670.4,N,N,7,0.0,0,N,N,2,2,2,2,75,0
24-01004,70,2,1,0,1,0,3,1,1,4187.9,N,N,5,20400.0,3,501,N,2,1,2,2,56,56
17-03529,9,2,N,4,1,4,5,1,2,15097.5,N,N,3,N,N,191,N,2,2,2,2,109,56
40-00200,17,2,6,0,1,3,5,1,1,90.7,N,N,4,0.0,0,24,N,2,2,2,2,86,77
06-08507,29,2,6,0,1,0,3,1,1,3305.1,7860,11,10,200000.0,9,501,N,2,2,2,2,19,18
51-01301,17,2,6,4,8,1,2,1,1,73.0,N,N,5,0.0,0,312,N,2,2,2,2,79,68
51-01301,32,2,1,0,2,2,4,1,2,11162.8,N,N,5,0.0,0,112,N,2,2,2,2,230,213
30-00600,50,2,1,0,1,0,2,1,1,16.3,8090,12,10,65050.0,8,501,N,2,2,2,2,66,67
01-01301,59,2,2,0,2,0,N,1,2,2731.2,3960,4,5,32600.0,5,209,N,2,2,2,1,175,176
38-00100,63,2,1,0,1,0,2,1,1,73.0,7860,11,10,70000.0,8,501,N,2,2,2,2,10,10
06-07502,63,2,1,0,1,0,4,1,1,33632.6,N,N,8,144000.0,9,501,N,2,1,2,2,116,91
17-03529,63,2,6,0,2,0,N,1,2,15097.5,N,N,7,0.0,0,0,N,2,1,1,1,33,35
40-00200,53,2,1,0,1,3,5,1,1,90.7,9380,16,5,20000.0,3,308,N,2,2,2,1,40,41
28-01100,34,2,6,0,2,0,N,1,1,2674.3,7280,10,10,70000.0,8,501,N,2,2,2,2,88,88
51-01301,37,2,1,0,1,2,4,1,1,11162.8,6890,9,9,75000.0,7,501,N,2,2,2,2,67,68
