PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,HOUSING_TYPE,OWN_RENT,DENSITY,INDP,INDP_CAT,EDU,PINCP,PINCP_DECILE,POVPIP,DVET,DREM,DPHY,DEYE,DEAR,PWGTP,WGTP
36-04010,30,2,6.0,0,2,0.0,4.0,1,2,50441.6,4971.0,6.0,5.0,7000.0,2.0,396.0,N,2.0,2.0,2,2,165,99
24-01004,46,1,1.0,0,1,2.0,4.0,1,2,4187.9,5080.0,6.0,5.0,52000.0,6.0,501.0,N,2.0,2.0,2,2,55,53
24-01004,57,1,1.0,0,1,0.0,2.0,1,1,4187.9,7390.0,10.0,9.0,50000.0,6.0,501.0,N,2.0,2.0,2,2,57,56
51-01301,74,2,3.0,0,1,0.0,N,1,1,11162.8,7380.0,10.0,9.0,67200.0,7.0,501.0,N,2.0,2.0,2,2,64,64
13-04600,46,1,6.0,0,2,0.0,5.0,1,1,3670.4,7380.0,10.0,5.0,11400.0,3.0,331.0,N,2.0,2.0,2,2,320,420
06-08507,27,2,1.0,0,6,0.0,2.0,1,2,3305.1,7890.0,11.0,9.0,8000.0,2.0,501.0,N,2.0,2.0,2,2,86,86
01-01301,20,2,6.0,0,2,0.0,3.0,1,2,2731.2,8680.0,14.0,7.0,2000.0,1.0,304.0,N,2.0,2.0,2,2,137,157
51-01301,14,2,N,0,1,2.0,4.0,1,1,11162.8,N,N,3.0,N,N,501.0,N,2.0,2.0,2,2,79,72
06-07502,75,1,1.0,0,1,0.0,2.0,1,1,33632.6,N,N,9.0,223900.0,9.0,501.0,N,2.0,2.0,2,1,114,106
30-00600,69,2,1.0,0,1,0.0,2.0,1,2,16.3,7860.0,11.0,8.0,20700.0,4.0,501.0,N,2.0,2.0,2,2,65,75
30-00600,73,2,3.0,0,1,0.0,2.0,1,1,16.3,N,N,6.0,12260.0,3.0,72.0,N,2.0,1.0,2,2,39,29
06-08507,43,1,1.0,0,6,2.0,4.0,1,2,3305.1,3390.0,4.0,12.0,150000.0,9.0,501.0,N,2.0,2.0,2,2,51,60
08-00803,53,2,6.0,0,1,0.0,N,1,2,3393.2,6170.0,7.0,9.0,50000.0,6.0,382.0,N,2.0,2.0,2,2,47,47
29-01901,34,2,6.0,0,2,2.0,3.0,1,2,5434.8,7690.0,10.0,5.0,2100.0,1.0,11.0,N,1.0,2.0,2,2,76,76
40-00200,59,1,1.0,0,1,0.0,2.0,1,1,90.7,7380.0,10.0,6.0,90000.0,9.0,501.0,N,2.0,2.0,2,1,50,50
30-00600,55,2,1.0,4,1,0.0,2.0,1,1,16.3,N,N,6.0,8400.0,2.0,169.0,N,2.0,1.0,2,2,36,36
17-03531,15,1,6.0,0,9,5.0,6.0,1,2,11171.6,N,N,4.0,0.0,0.0,161.0,N,2.0,2.0,2,2,105,130
32-00405,63,2,1.0,1,8,1.0,2.0,1,1,7990.5,N,N,3.0,0.0,0.0,0.0,N,2.0,2.0,2,2,105,60
24-01004,52,1,1.0,0,1,3.0,5.0,1,1,4187.9,7390.0,10.0,7.0,347000.0,9.0,501.0,N,2.0,2.0,2,2,13,38
17-03529,5,2,N,0,2,2.0,3.0,1,2,15097.5,N,N,2.0,N,N,68.0,N,2.0,2.0,2,2,560,373
32-00405,4,1,N,1,8,3.0,10.0,1,2,7990.5,N,N,1.0,N,N,69.0,N,N,N,2,2,65,61
51-01301,62,1,1.0,0,1,0.0,2.0,1,2,11162.8,7270.0,10.0,9.0,68000.0,7.0,501.0,N,2.0,2.0,2,1,112,111
24-01004,94,2,3.0,0,1,0.0,N,1,1,4187.9,N,N,11.0,121000.0,8.0,501.0,N,2.0,2.0,2,1,55,55
01-01301,24,1,6.0,0,1,N,N,3,0,2731.2,N,N,7.0,5300.0,2.0,N,N,1.0,2.0,2,2,22,0
17-03529,63,2,4.0,0,2,0.0,4.0,1,1,15097.5,9480.0,16.0,10.0,5000.0,1.0,196.0,N,2.0,2.0,2,2,125,124
28-01100,61,2,1.0,0,2,0.0,2.0,1,1,2674.3,8191.0,12.0,8.0,16000.0,4.0,401.0,N,2.0,2.0,2,2,64,64
29-01901,21,2,6.0,0,2,0.0,6.0,1,1,5434.8,8590.0,14.0,7.0,14000.0,3.0,288.0,N,2.0,2.0,2,2,316,133
08-00803,59,1,1.0,0,1,1.0,3.0,1,1,3393.2,5070.0,6.0,11.0,8400.0,2.0,501.0,N,2.0,2.0,2,2,160,240
28-01100,62,2,5.0,0,1,0.0,N,1,2,2674.3,N,N,7.0,10800.0,3.0,81.0,N,2.0,2.0,2,2,118,118
38-00100,76,2,1.0,0,1,0.0,2.0,1,1,73.0,8770.0,15.0,7.0,25750.0,4.0,332.0,N,2.0,2.0,2,2,31,31
24-01004,87,2,3.0,0,1,0.0,N,1,1,4187.9,8180.0,12.0,10.0,223400.0,9.0,501.0,N,2.0,2.0,2,1,78,78
17-03531,52,1,6.0,0,2,3.0,4.0,1,1,11171.6,9480.0,16.0,6.0,73000.0,8.0,472.0,N,2.0,2.0,2,2,184,172
24-01004,61,1,1.0,0,1,0.0,2.0,1,1,4187.9,7970.0,12.0,12.0,101000.0,8.0,501.0,N,2.0,2.0,2,2,55,55
13-04600,34,1,6.0,0,2,0.0,3.0,1,1,3670.4,8090.0,12.0,7.0,8000.0,2.0,429.0,N,2.0,2.0,2,2,269,157
24-01004,76,1,1.0,0,1,0.0,2.0,1,2,4187.9,N,N,12.0,14300.0,2.0,501.0,N,2.0,2.0,2,2,125,125
01-01301,81,2,3.0,0,2,0.0,N,1,1,2731.2,N,N,8.0,11400.0,3.0,99.0,N,2.0,2.0,2,2,156,156
30-00600,4,1,N,0,1,1.0,3.0,1,2,16.3,N,N,1.0,N,N,5.0,N,N,N,2,2,143,75
17-03531,62,2,1.0,0,2,0.0,4.0,1,1,11171.6,6180.0,7.0,7.0,28000.0,4.0,501.0,N,2.0,2.0,2,2,305,330
17-03531,66,1,4.0,0,2,0.0,3.0,1,2,11171.6,N,N,4.0,9000.0,2.0,74.0,N,2.0,2.0,2,2,78,85
17-03531,44,1,1.0,0,2,0.0,2.0,1,1,11171.6,570.0,2.0,8.0,122600.0,9.0,501.0,N,2.0,2.0,2,2,109,109
06-07502,30,2,6.0,0,1,0.0,N,1,2,33632.6,4670.0,6.0,9.0,72000.0,7.0,501.0,N,2.0,2.0,2,2,39,39
06-08507,82,2,3.0,0,1,N,N,2,0,3305.1,N,N,5.0,378000.0,9.0,N,N,1.0,1.0,2,2,38,0
36-04010,18,1,6.0,0,2,1.0,4.0,1,2,50441.6,9920.0,18.0,5.0,0.0,0.0,461.0,N,2.0,2.0,2,2,264,261
32-00405,12,2,N,1,1,2.0,4.0,1,2,7990.5,N,N,3.0,N,N,94.0,N,2.0,2.0,2,2,69,69
29-01901,83,2,3.0,0,2,0.0,N,1,2,5434.8,N,N,3.0,2000.0,1.0,19.0,N,2.0,1.0,1,2,135,135
36-04010,50,1,1.0,0,2,1.0,5.0,1,1,50441.6,7280.0,10.0,8.0,70000.0,7.0,501.0,N,2.0,2.0,2,2,60,71
32-00405,17,2,6.0,4,8,0.0,4.0,1,2,7990.5,8680.0,14.0,4.0,1700.0,1.0,121.0,N,2.0,2.0,2,2,100,102
38-00100,48,1,1.0,0,3,1.0,5.0,1,1,73.0,1090.0,4.0,8.0,35000.0,5.0,175.0,N,2.0,2.0,2,2,11,19
38-00100,21,1,6.0,0,1,N,N,3,0,73.0,7860.0,11.0,7.0,25000.0,4.0,N,N,2.0,2.0,2,2,52,0
32-00405,68,1,4.0,0,1,1.0,4.0,1,1,7990.5,N,N,7.0,0.0,0.0,367.0,N,2.0,2.0,2,2,92,31
28-01100,19,2,6.0,0,2,N,N,3,0,2674.3,8590.0,14.0,7.0,1500.0,1.0,N,N,2.0,2.0,2,2,11,0
29-01901,65,2,1.0,0,2,0.0,2.0,1,1,5434.8,N,N,5.0,29900.0,5.0,338.0,N,2.0,2.0,2,2,40,41
30-00600,62,2,1.0,0,1,0.0,2.0,1,1,16.3,9480.0,16.0,10.0,91100.0,9.0,501.0,N,2.0,2.0,2,2,60,59
38-00100,74,2,1.0,0,1,0.0,2.0,1,1,73.0,N,N,5.0,50700.0,7.0,501.0,N,2.0,1.0,2,1,63,63
26-02702,31,1,6.0,0,1,0.0,N,1,2,4817.2,3570.0,4.0,11.0,54000.0,7.0,401.0,N,2.0,2.0,2,2,145,145
01-01301,32,2,1.0,0,2,3.0,5.0,1,2,2731.2,7870.0,11.0,10.0,0.0,0.0,106.0,N,1.0,2.0,2,2,159,131
36-03710,56,2,5.0,4,8,2.0,5.0,1,1,52864.7,7860.0,11.0,10.0,89000.0,8.0,389.0,N,2.0,2.0,2,2,90,97
06-08507,38,2,1.0,0,6,2.0,4.0,1,1,3305.1,7380.0,10.0,9.0,179000.0,9.0,501.0,N,2.0,2.0,2,2,90,83
38-00100,7,2,N,0,3,0.0,4.0,1,2,73.0,N,N,3.0,N,N,119.0,N,2.0,2.0,2,2,17,5
30-00600,66,1,1.0,0,1,0.0,2.0,1,1,16.3,490.0,1.0,7.0,73800.0,8.0,501.0,N,2.0,1.0,2,2,219,220
38-00100,13,1,N,1,3,2.0,3.0,1,2,73.0,N,N,3.0,N,N,137.0,N,2.0,2.0,2,2,26,12
38-00100,2,1,N,0,1,2.0,4.0,1,1,73.0,N,N,N,N,N,292.0,N,N,N,2,2,73,2
30-00600,64,2,1.0,0,3,0.0,2.0,1,1,16.3,N,N,7.0,40000.0,6.0,501.0,N,2.0,2.0,2,2,55,55
36-04010,39,2,6.0,0,2,0.0,N,1,2,50441.6,8570.0,14.0,11.0,60000.0,7.0,457.0,N,2.0,2.0,2,2,149,149
30-00600,13,1,N,0,1,2.0,4.0,1,1,16.3,N,N,3.0,N,N,0.0,N,2.0,2.0,2,2,120,86
17-03529,20,1,6.0,0,2,0.0,2.0,1,2,15097.5,8590.0,14.0,5.0,13000.0,3.0,74.0,N,2.0,2.0,2,2,258,193
38-00100,6,2,N,0,1,3.0,5.0,1,1,73.0,N,N,2.0,N,N,501.0,N,2.0,2.0,2,2,238,213
06-08507,56,2,1.0,0,2,0.0,3.0,1,2,3305.1,7860.0,11.0,10.0,70000.0,7.0,501.0,N,2.0,2.0,2,2,120,129
24-01004,37,2,1.0,0,1,2.0,4.0,1,1,4187.9,7890.0,11.0,10.0,20000.0,3.0,501.0,N,2.0,2.0,2,2,51,57
30-00600,68,2,1.0,0,1,0.0,2.0,1,1,16.3,N,N,8.0,10900.0,2.0,448.0,N,2.0,2.0,2,2,56,65
26-02702,22,2,6.0,0,1,0.0,N,1,2,4817.2,7870.0,11.0,7.0,83000.0,8.0,501.0,N,2.0,2.0,2,2,124,123
28-01100,33,2,1.0,0,2,0.0,2.0,1,1,2674.3,8290.0,12.0,8.0,0.0,0.0,275.0,N,2.0,2.0,2,2,55,71
13-04600,31,1,6.0,0,2,0.0,N,1,2,3670.4,3570.0,4.0,7.0,27000.0,5.0,208.0,N,2.0,2.0,2,2,122,122
19-01700,47,1,1.0,0,1,2.0,4.0,1,1,3572.3,9490.0,16.0,9.0,65000.0,8.0,344.0,N,2.0,2.0,2,2,516,515
24-01004,24,2,6.0,0,9,1.0,4.0,1,2,4187.9,7460.0,10.0,7.0,14000.0,2.0,87.0,N,2.0,2.0,2,2,105,72
36-04010,48,1,6.0,0,2,0.0,N,1,2,50441.6,7860.0,11.0,9.0,60000.0,7.0,456.0,N,2.0,2.0,2,2,116,116
08-00803,67,1,1.0,0,1,0.0,2.0,1,1,3393.2,6991.0,9.0,10.0,110200.0,8.0,501.0,N,2.0,2.0,2,2,87,86
38-00100,45,2,1.0,0,1,0.0,2.0,1,1,73.0,N,N,7.0,4.0,0.0,432.0,N,2.0,1.0,2,2,49,40
17-03529,0,1,N,0,2,5.0,8.0,1,2,15097.5,N,N,N,N,N,169.0,N,N,N,2,2,510,507
38-00100,42,1,6.0,0,1,0.0,N,1,2,73.0,4971.0,6.0,5.0,12000.0,2.0,91.0,N,2.0,2.0,2,2,38,38
06-07502,85,1,4.0,0,6,0.0,3.0,1,1,33632.6,N,N,3.0,2100.0,1.0,190.0,N,2.0,1.0,2,2,311,339
26-02702,29,1,6.0,0,6,0.0,N,1,2,4817.2,7870.0,11.0,9.0,45000.0,7.0,344.0,N,2.0,2.0,2,2,190,190
08-00803,70,1,4.0,0,1,0.0,2.0,1,1,3393.2,170.0,0.0,12.0,152500.0,9.0,501.0,N,2.0,2.0,2,1,53,54
19-01700,18,2,6.0,1,9,3.0,6.0,1,1,3572.3,8680.0,14.0,3.0,13000.0,2.0,501.0,N,2.0,2.0,2,2,155,191
17-03529,67,2,6.0,0,2,0.0,N,1,2,15097.5,N,N,4.0,1200.0,1.0,3.0,N,2.0,2.0,2,2,93,93
06-08507,43,1,1.0,0,6,3.0,5.0,1,1,3305.1,N,N,10.0,0.0,0.0,501.0,N,2.0,2.0,2,2,55,55
13-04600,23,2,6.0,0,1,0.0,N,1,2,3670.4,9590.0,16.0,9.0,35000.0,6.0,273.0,N,2.0,2.0,2,2,51,51
24-01004,0,1,N,0,1,2.0,4.0,1,1,4187.9,N,N,N,N,N,462.0,N,N,N,2,2,21,19
28-01100,73,2,1.0,0,2,0.0,3.0,1,1,2674.3,N,N,7.0,19800.0,4.0,477.0,N,2.0,1.0,2,2,20,20
32-00405,10,1,N,1,8,2.0,3.0,1,1,7990.5,N,N,3.0,N,N,327.0,N,2.0,2.0,2,2,70,88
24-01004,54,2,1.0,0,1,2.0,4.0,1,1,4187.9,7970.0,12.0,10.0,74800.0,7.0,501.0,N,2.0,2.0,2,2,93,91
17-03531,92,2,6.0,0,2,0.0,N,1,2,11171.6,N,N,5.0,24800.0,4.0,215.0,N,1.0,1.0,2,2,93,93
51-01301,18,1,6.0,0,1,N,N,3,0,11162.8,770.0,3.0,4.0,1500.0,1.0,N,N,2.0,2.0,2,2,107,0
36-03710,11,2,N,4,1,0.0,4.0,1,1,52864.7,N,N,3.0,N,N,267.0,N,2.0,2.0,2,2,306,371
40-00200,60,1,4.0,0,3,0.0,2.0,1,1,90.7,8563.0,14.0,5.0,18500.0,4.0,156.0,N,2.0,2.0,2,2,70,49
13-04600,13,2,N,0,2,2.0,3.0,1,2,3670.4,N,N,3.0,N,N,122.0,N,2.0,2.0,2,2,85,68
38-00100,68,1,1.0,0,1,0.0,2.0,1,1,73.0,490.0,1.0,7.0,36400.0,5.0,501.0,N,1.0,2.0,2,1,22,22
30-00600,11,1,N,0,1,3.0,4.0,1,2,16.3,N,N,3.0,N,N,169.0,N,2.0,2.0,2,2,76,21
13-04600,45,2,6.0,0,2,0.0,2.0,1,1,3670.4,7860.0,11.0,7.0,12000.0,3.0,91.0,N,2.0,2.0,2,2,170,127
26-02702,24,1,6.0,0,1,0.0,N,1,2,4817.2,8090.0,12.0,10.0,48000.0,7.0,361.0,N,2.0,2.0,2,2,105,78
51-01301,32,2,5.0,0,1,1.0,2.0,1,2,11162.8,8680.0,14.0,1.0,300.0,1.0,4.0,N,2.0,2.0,2,2,93,99
08-00803,22,2,6.0,1,8,0.0,2.0,1,2,3393.2,4971.0,6.0,7.0,24000.0,4.0,113.0,N,2.0,2.0,2,2,268,201
28-01100,64,2,4.0,0,2,0.0,N,1,1,2674.3,N,N,4.0,44300.0,7.0,350.0,N,2.0,2.0,2,2,106,106
40-00200,24,2,6.0,1,8,0.0,N,1,1,90.7,8270.0,12.0,7.0,40000.0,7.0,302.0,N,2.0,2.0,2,2,43,44
08-00803,35,2,1.0,0,1,1.0,3.0,1,1,3393.2,770.0,3.0,7.0,80000.0,8.0,501.0,N,2.0,2.0,2,2,100,64
